iata,lat,lon,arrsum,arrcount,depsum,depcount,delaysum,delaycount,time
PDX,45.58869934,-122.59799960000001,17.0,2.0,0.0,0.0,17.0,2.0,1200
DAL,32.847099,-96.851799,3.0,1.0,37.0,7.0,40.0,8.0,1200
AUS,30.2987223546,-97.6997852325,0.0,0.0,42.0,2.0,42.0,2.0,1200
RDU,35.877601623535156,-78.7874984741211,1.0,1.0,7.0,2.0,8.0,3.0,1200
STL,38.748697,-90.370003,20.0,2.0,11.0,2.0,31.0,4.0,1200
MSY,29.99340057373047,-90.25800323486328,36.0,3.0,14.0,1.0,50.0,4.0,1200
MCI,39.2976,-94.713898,0.0,0.0,0.0,0.0,0.0,0.0,1200
HOU,29.64539909,-95.27890015,6.0,1.0,267.0,2.0,273.0,3.0,1200
PIT,40.49150085,-80.23290253,5.0,1.0,0.0,0.0,5.0,1.0,1200
SJC,37.362598,-121.929001,32.0,4.0,120.0,4.0,152.0,8.0,1200
OAK,37.721298,-122.221001,0.0,0.0,48.0,2.0,48.0,2.0,1200
SMF,38.69540023803711,-121.59100341796876,28.0,3.0,47.0,3.0,75.0,6.0,1200
IND,39.7173,-86.294403,0.0,0.0,1.0,1.0,1.0,1.0,1200
SNA,33.67570114,-117.86799620000001,8.0,1.0,3.0,1.0,11.0,2.0,1200
CLE,41.411701202399996,-81.8498001099,27.0,1.0,0.0,0.0,27.0,1.0,1200
CMH,39.998001,-82.891899,22.0,1.0,0.0,0.0,22.0,1.0,1200
SAT,29.533700942993164,-98.46980285644531,34.0,1.0,44.0,1.0,78.0,2.0,1200
CVG,39.0488014221,-84.6678009033,0.0,0.0,5.0,1.0,5.0,1.0,1200
JAX,30.49410057067871,-81.68789672851562,6.0,1.0,39.0,1.0,45.0,2.0,1200
HNL,21.32062,-157.924228,0.0,0.0,1.0,1.0,1.0,1.0,1200
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,0.0,0.0,0.0,0.0,1200
ATL,33.6367,-84.428101,18.0,3.0,165.0,5.0,183.0,8.0,1300
LAX,33.94250107,-118.40799709999999,99.0,7.0,135.0,4.0,234.0,11.0,1300
ORD,41.9786,-87.9048,242.0,3.0,116.0,5.0,358.0,8.0,1300
DEN,39.861698150635,-104.672996521,7.0,1.0,12.0,1.0,19.0,2.0,1300
DFW,32.896801,-97.038002,22.0,1.0,14.0,4.0,36.0,5.0,1300
LAS,36.08010101,-115.15200039999999,32.0,1.0,88.0,6.0,120.0,7.0,1300
SFO,37.61899948120117,-122.375,23.0,3.0,178.0,5.0,201.0,8.0,1300
PHX,33.43429946899414,-112.01200103759766,48.0,4.0,1.0,1.0,49.0,5.0,1300
IAH,29.98439979553223,-95.34140014648438,24.0,3.0,131.0,3.0,155.0,6.0,1300
SEA,47.449001,-122.308998,4.0,1.0,14.0,2.0,18.0,3.0,1300
BOS,42.36429977,-71.00520325,4.0,1.0,8.0,1.0,12.0,2.0,1300
MCO,28.429399490356445,-81.30899810791016,412.0,2.0,2.0,1.0,414.0,3.0,1300
EWR,40.69250106811523,-74.168701171875,28.0,2.0,32.0,2.0,60.0,4.0,1300
LGA,40.77719879,-73.87259674,40.0,1.0,49.0,2.0,89.0,3.0,1300
JFK,40.63980103,-73.77890015,28.0,3.0,0.0,0.0,28.0,3.0,1300
FLL,26.072599,-80.152702,74.0,3.0,0.0,0.0,74.0,3.0,1300
SAN,32.7336006165,-117.190002441,102.0,4.0,232.0,6.0,334.0,10.0,1300
CLT,35.2140007019043,-80.94309997558594,0.0,0.0,77.0,8.0,77.0,8.0,1300
DTW,42.212398529052734,-83.35340118408203,10.0,1.0,0.0,0.0,10.0,1.0,1300
DCA,38.8521,-77.037697,13.0,1.0,107.0,2.0,120.0,3.0,1300
MSP,44.882,-93.221802,115.0,6.0,23.0,2.0,138.0,8.0,1300
MIA,25.79319953918457,-80.29060363769531,5.0,1.0,0.0,0.0,5.0,1.0,1300
BWI,39.1754,-76.668297,50.0,4.0,101.0,7.0,151.0,11.0,1300
PHL,39.87189865112305,-75.24109649658203,0.0,0.0,46.0,2.0,46.0,2.0,1300
TPA,27.975500106811523,-82.533203125,14.0,4.0,215.0,2.0,229.0,6.0,1300
SLC,40.78839874267578,-111.97799682617188,25.0,4.0,2.0,1.0,27.0,5.0,1300
IAD,38.94449997,-77.45580292,0.0,0.0,0.0,0.0,0.0,0.0,1300
MDW,41.785999,-87.752403,54.0,3.0,5.0,1.0,59.0,4.0,1300
BNA,36.1245002746582,-86.6781997680664,75.0,4.0,6.0,1.0,81.0,5.0,1300
PDX,45.58869934,-122.59799960000001,20.0,1.0,5.0,1.0,25.0,2.0,1300
DAL,32.847099,-96.851799,95.0,2.0,173.0,7.0,268.0,9.0,1300
AUS,30.2987223546,-97.6997852325,0.0,0.0,7.0,1.0,7.0,1.0,1300
RDU,35.877601623535156,-78.7874984741211,2.0,1.0,0.0,0.0,2.0,1.0,1300
STL,38.748697,-90.370003,0.0,0.0,29.0,3.0,29.0,3.0,1300
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,24.0,1.0,24.0,1.0,1300
MCI,39.2976,-94.713898,0.0,0.0,4.0,1.0,4.0,1.0,1300
HOU,29.64539909,-95.27890015,45.0,2.0,50.0,2.0,95.0,4.0,1300
PIT,40.49150085,-80.23290253,33.0,2.0,16.0,1.0,49.0,3.0,1300
SJC,37.362598,-121.929001,76.0,5.0,394.0,6.0,470.0,11.0,1300
OAK,37.721298,-122.221001,0.0,0.0,75.0,3.0,75.0,3.0,1300
SMF,38.69540023803711,-121.59100341796876,87.0,3.0,82.0,3.0,169.0,6.0,1300
IND,39.7173,-86.294403,0.0,0.0,0.0,0.0,0.0,0.0,1300
SNA,33.67570114,-117.86799620000001,65.0,3.0,2.0,1.0,67.0,4.0,1300
CLE,41.411701202399996,-81.8498001099,53.0,1.0,0.0,0.0,53.0,1.0,1300
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,1300
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,0.0,0.0,0.0,0.0,1300
CVG,39.0488014221,-84.6678009033,4.0,1.0,0.0,0.0,4.0,1.0,1300
JAX,30.49410057067871,-81.68789672851562,21.0,1.0,3.0,1.0,24.0,2.0,1300
HNL,21.32062,-157.924228,59.0,2.0,4.0,1.0,63.0,3.0,1300
MKE,42.94720077514648,-87.89659881591797,49.0,1.0,19.0,1.0,68.0,2.0,1300
ATL,33.6367,-84.428101,25.0,3.0,104.0,3.0,129.0,6.0,1400
LAX,33.94250107,-118.40799709999999,173.0,9.0,65.0,6.0,238.0,15.0,1400
ORD,41.9786,-87.9048,66.0,6.0,28.0,4.0,94.0,10.0,1400
DEN,39.861698150635,-104.672996521,51.0,2.0,0.0,0.0,51.0,2.0,1400
DFW,32.896801,-97.038002,3.0,1.0,81.0,1.0,84.0,2.0,1400
LAS,36.08010101,-115.15200039999999,35.0,3.0,33.0,4.0,68.0,7.0,1400
SFO,37.61899948120117,-122.375,17.0,3.0,4.0,2.0,21.0,5.0,1400
PHX,33.43429946899414,-112.01200103759766,109.0,5.0,37.0,5.0,146.0,10.0,1400
IAH,29.98439979553223,-95.34140014648438,0.0,0.0,1.0,1.0,1.0,1.0,1400
SEA,47.449001,-122.308998,8.0,2.0,0.0,0.0,8.0,2.0,1400
BOS,42.36429977,-71.00520325,69.0,3.0,257.0,3.0,326.0,6.0,1400
MCO,28.429399490356445,-81.30899810791016,258.0,5.0,183.0,6.0,441.0,11.0,1400
EWR,40.69250106811523,-74.168701171875,62.0,6.0,15.0,1.0,77.0,7.0,1400
LGA,40.77719879,-73.87259674,0.0,0.0,332.0,4.0,332.0,4.0,1400
JFK,40.63980103,-73.77890015,43.0,2.0,42.0,4.0,85.0,6.0,1400
FLL,26.072599,-80.152702,0.0,0.0,108.0,2.0,108.0,2.0,1400
SAN,32.7336006165,-117.190002441,27.0,3.0,80.0,4.0,107.0,7.0,1400
CLT,35.2140007019043,-80.94309997558594,0.0,0.0,123.0,3.0,123.0,3.0,1400
DTW,42.212398529052734,-83.35340118408203,23.0,5.0,108.0,3.0,131.0,8.0,1400
DCA,38.8521,-77.037697,0.0,0.0,0.0,0.0,0.0,0.0,1400
MSP,44.882,-93.221802,2.0,1.0,4.0,1.0,6.0,2.0,1400
MIA,25.79319953918457,-80.29060363769531,201.0,2.0,178.0,3.0,379.0,5.0,1400
BWI,39.1754,-76.668297,8.0,1.0,33.0,5.0,41.0,6.0,1400
PHL,39.87189865112305,-75.24109649658203,17.0,1.0,72.0,2.0,89.0,3.0,1400
TPA,27.975500106811523,-82.533203125,73.0,2.0,95.0,2.0,168.0,4.0,1400
SLC,40.78839874267578,-111.97799682617188,59.0,4.0,31.0,1.0,90.0,5.0,1400
IAD,38.94449997,-77.45580292,4.0,1.0,0.0,0.0,4.0,1.0,1400
MDW,41.785999,-87.752403,35.0,1.0,81.0,5.0,116.0,6.0,1400
BNA,36.1245002746582,-86.6781997680664,47.0,2.0,28.0,1.0,75.0,3.0,1400
PDX,45.58869934,-122.59799960000001,46.0,2.0,0.0,0.0,46.0,2.0,1400
DAL,32.847099,-96.851799,45.0,1.0,81.0,6.0,126.0,7.0,1400
AUS,30.2987223546,-97.6997852325,0.0,0.0,0.0,0.0,0.0,0.0,1400
RDU,35.877601623535156,-78.7874984741211,179.0,1.0,0.0,0.0,179.0,1.0,1400
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,1400
MSY,29.99340057373047,-90.25800323486328,1.0,1.0,0.0,0.0,1.0,1.0,1400
MCI,39.2976,-94.713898,3.0,1.0,358.0,1.0,361.0,2.0,1400
HOU,29.64539909,-95.27890015,116.0,1.0,34.0,6.0,150.0,7.0,1400
PIT,40.49150085,-80.23290253,51.0,2.0,6.0,1.0,57.0,3.0,1400
SJC,37.362598,-121.929001,23.0,2.0,0.0,0.0,23.0,2.0,1400
OAK,37.721298,-122.221001,13.0,1.0,0.0,0.0,13.0,1.0,1400
SMF,38.69540023803711,-121.59100341796876,0.0,0.0,17.0,3.0,17.0,3.0,1400
IND,39.7173,-86.294403,20.0,1.0,0.0,0.0,20.0,1.0,1400
SNA,33.67570114,-117.86799620000001,45.0,3.0,20.0,2.0,65.0,5.0,1400
CLE,41.411701202399996,-81.8498001099,46.0,3.0,0.0,0.0,46.0,3.0,1400
CMH,39.998001,-82.891899,13.0,1.0,7.0,1.0,20.0,2.0,1400
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,0.0,0.0,0.0,0.0,1400
CVG,39.0488014221,-84.6678009033,30.0,2.0,8.0,2.0,38.0,4.0,1400
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,0.0,0.0,0.0,0.0,1400
HNL,21.32062,-157.924228,92.0,4.0,92.0,4.0,184.0,8.0,1400
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,23.0,1.0,23.0,1.0,1400
ATL,33.6367,-84.428101,77.0,2.0,135.0,13.0,212.0,15.0,1500
LAX,33.94250107,-118.40799709999999,42.0,4.0,106.0,2.0,148.0,6.0,1500
ORD,41.9786,-87.9048,0.0,0.0,281.0,7.0,281.0,7.0,1500
DEN,39.861698150635,-104.672996521,73.0,1.0,57.0,1.0,130.0,2.0,1500
DFW,32.896801,-97.038002,75.0,1.0,395.0,2.0,470.0,3.0,1500
LAS,36.08010101,-115.15200039999999,17.0,4.0,14.0,3.0,31.0,7.0,1500
SFO,37.61899948120117,-122.375,23.0,3.0,0.0,0.0,23.0,3.0,1500
PHX,33.43429946899414,-112.01200103759766,211.0,7.0,29.0,5.0,240.0,12.0,1500
IAH,29.98439979553223,-95.34140014648438,35.0,1.0,47.0,1.0,82.0,2.0,1500
SEA,47.449001,-122.308998,75.0,3.0,18.0,3.0,93.0,6.0,1500
BOS,42.36429977,-71.00520325,18.0,3.0,56.0,4.0,74.0,7.0,1500
MCO,28.429399490356445,-81.30899810791016,40.0,3.0,18.0,2.0,58.0,5.0,1500
EWR,40.69250106811523,-74.168701171875,68.0,6.0,59.0,3.0,127.0,9.0,1500
LGA,40.77719879,-73.87259674,103.0,2.0,6.0,1.0,109.0,3.0,1500
JFK,40.63980103,-73.77890015,15.0,2.0,66.0,5.0,81.0,7.0,1500
FLL,26.072599,-80.152702,25.0,3.0,0.0,0.0,25.0,3.0,1500
SAN,32.7336006165,-117.190002441,133.0,4.0,49.0,3.0,182.0,7.0,1500
CLT,35.2140007019043,-80.94309997558594,7.0,2.0,0.0,0.0,7.0,2.0,1500
DTW,42.212398529052734,-83.35340118408203,24.0,1.0,3.0,1.0,27.0,2.0,1500
DCA,38.8521,-77.037697,291.0,2.0,0.0,0.0,291.0,2.0,1500
MSP,44.882,-93.221802,85.0,1.0,0.0,0.0,85.0,1.0,1500
MIA,25.79319953918457,-80.29060363769531,105.0,2.0,18.0,2.0,123.0,4.0,1500
BWI,39.1754,-76.668297,14.0,1.0,52.0,2.0,66.0,3.0,1500
PHL,39.87189865112305,-75.24109649658203,25.0,2.0,0.0,0.0,25.0,2.0,1500
TPA,27.975500106811523,-82.533203125,61.0,4.0,0.0,0.0,61.0,4.0,1500
SLC,40.78839874267578,-111.97799682617188,1.0,1.0,75.0,5.0,76.0,6.0,1500
IAD,38.94449997,-77.45580292,124.0,3.0,0.0,0.0,124.0,3.0,1500
MDW,41.785999,-87.752403,0.0,0.0,8.0,1.0,8.0,1.0,1500
BNA,36.1245002746582,-86.6781997680664,1.0,1.0,5.0,1.0,6.0,2.0,1500
PDX,45.58869934,-122.59799960000001,13.0,1.0,0.0,0.0,13.0,1.0,1500
DAL,32.847099,-96.851799,0.0,0.0,63.0,1.0,63.0,1.0,1500
AUS,30.2987223546,-97.6997852325,1.0,1.0,0.0,0.0,1.0,1.0,1500
RDU,35.877601623535156,-78.7874984741211,15.0,3.0,196.0,3.0,211.0,6.0,1500
STL,38.748697,-90.370003,29.0,2.0,0.0,0.0,29.0,2.0,1500
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,0.0,0.0,0.0,0.0,1500
MCI,39.2976,-94.713898,0.0,0.0,1.0,1.0,1.0,1.0,1500
HOU,29.64539909,-95.27890015,0.0,0.0,43.0,1.0,43.0,1.0,1500
PIT,40.49150085,-80.23290253,71.0,3.0,20.0,1.0,91.0,4.0,1500
SJC,37.362598,-121.929001,14.0,1.0,45.0,3.0,59.0,4.0,1500
OAK,37.721298,-122.221001,97.0,3.0,14.0,2.0,111.0,5.0,1500
SMF,38.69540023803711,-121.59100341796876,12.0,2.0,1.0,1.0,13.0,3.0,1500
IND,39.7173,-86.294403,273.0,3.0,0.0,0.0,273.0,3.0,1500
SNA,33.67570114,-117.86799620000001,7.0,1.0,14.0,2.0,21.0,3.0,1500
CLE,41.411701202399996,-81.8498001099,0.0,0.0,0.0,0.0,0.0,0.0,1500
CMH,39.998001,-82.891899,531.0,4.0,0.0,0.0,531.0,4.0,1500
SAT,29.533700942993164,-98.46980285644531,18.0,1.0,0.0,0.0,18.0,1.0,1500
CVG,39.0488014221,-84.6678009033,106.0,1.0,0.0,0.0,106.0,1.0,1500
JAX,30.49410057067871,-81.68789672851562,7.0,2.0,0.0,0.0,7.0,2.0,1500
HNL,21.32062,-157.924228,15.0,2.0,32.0,1.0,47.0,3.0,1500
MKE,42.94720077514648,-87.89659881591797,6.0,1.0,0.0,0.0,6.0,1.0,1500
ATL,33.6367,-84.428101,12.0,2.0,76.0,2.0,88.0,4.0,1600
LAX,33.94250107,-118.40799709999999,25.0,1.0,3.0,1.0,28.0,2.0,1600
ORD,41.9786,-87.9048,374.0,4.0,1.0,1.0,375.0,5.0,1600
DEN,39.861698150635,-104.672996521,101.0,3.0,81.0,4.0,182.0,7.0,1600
DFW,32.896801,-97.038002,0.0,0.0,7.0,1.0,7.0,1.0,1600
LAS,36.08010101,-115.15200039999999,6.0,3.0,23.0,3.0,29.0,6.0,1600
SFO,37.61899948120117,-122.375,91.0,4.0,13.0,2.0,104.0,6.0,1600
PHX,33.43429946899414,-112.01200103759766,12.0,2.0,52.0,4.0,64.0,6.0,1600
IAH,29.98439979553223,-95.34140014648438,0.0,0.0,8.0,1.0,8.0,1.0,1600
SEA,47.449001,-122.308998,10.0,1.0,48.0,1.0,58.0,2.0,1600
BOS,42.36429977,-71.00520325,18.0,1.0,83.0,2.0,101.0,3.0,1600
MCO,28.429399490356445,-81.30899810791016,8.0,2.0,61.0,4.0,69.0,6.0,1600
EWR,40.69250106811523,-74.168701171875,43.0,2.0,171.0,4.0,214.0,6.0,1600
LGA,40.77719879,-73.87259674,115.0,2.0,0.0,0.0,115.0,2.0,1600
JFK,40.63980103,-73.77890015,46.0,3.0,179.0,3.0,225.0,6.0,1600
FLL,26.072599,-80.152702,30.0,1.0,94.0,2.0,124.0,3.0,1600
SAN,32.7336006165,-117.190002441,5.0,1.0,47.0,1.0,52.0,2.0,1600
CLT,35.2140007019043,-80.94309997558594,0.0,0.0,3.0,1.0,3.0,1.0,1600
DTW,42.212398529052734,-83.35340118408203,0.0,0.0,55.0,2.0,55.0,2.0,1600
DCA,38.8521,-77.037697,18.0,1.0,111.0,1.0,129.0,2.0,1600
MSP,44.882,-93.221802,26.0,1.0,0.0,0.0,26.0,1.0,1600
MIA,25.79319953918457,-80.29060363769531,117.0,3.0,8.0,1.0,125.0,4.0,1600
BWI,39.1754,-76.668297,8.0,1.0,9.0,1.0,17.0,2.0,1600
PHL,39.87189865112305,-75.24109649658203,2.0,1.0,0.0,0.0,2.0,1.0,1600
TPA,27.975500106811523,-82.533203125,4.0,1.0,0.0,0.0,4.0,1.0,1600
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,1600
IAD,38.94449997,-77.45580292,27.0,4.0,0.0,0.0,27.0,4.0,1600
MDW,41.785999,-87.752403,3.0,1.0,9.0,1.0,12.0,2.0,1600
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,2.0,1.0,2.0,1.0,1600
PDX,45.58869934,-122.59799960000001,51.0,4.0,0.0,0.0,51.0,4.0,1600
DAL,32.847099,-96.851799,0.0,0.0,6.0,1.0,6.0,1.0,1600
AUS,30.2987223546,-97.6997852325,91.0,1.0,0.0,0.0,91.0,1.0,1600
RDU,35.877601623535156,-78.7874984741211,19.0,2.0,0.0,0.0,19.0,2.0,1600
STL,38.748697,-90.370003,255.0,3.0,93.0,4.0,348.0,7.0,1600
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,0.0,0.0,0.0,0.0,1600
MCI,39.2976,-94.713898,0.0,0.0,0.0,0.0,0.0,0.0,1600
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,1600
PIT,40.49150085,-80.23290253,9.0,1.0,0.0,0.0,9.0,1.0,1600
SJC,37.362598,-121.929001,0.0,0.0,0.0,0.0,0.0,0.0,1600
OAK,37.721298,-122.221001,0.0,0.0,101.0,2.0,101.0,2.0,1600
SMF,38.69540023803711,-121.59100341796876,12.0,1.0,0.0,0.0,12.0,1.0,1600
IND,39.7173,-86.294403,7.0,1.0,26.0,2.0,33.0,3.0,1600
SNA,33.67570114,-117.86799620000001,10.0,2.0,0.0,0.0,10.0,2.0,1600
CLE,41.411701202399996,-81.8498001099,57.0,1.0,0.0,0.0,57.0,1.0,1600
CMH,39.998001,-82.891899,11.0,1.0,0.0,0.0,11.0,1.0,1600
SAT,29.533700942993164,-98.46980285644531,18.0,1.0,3.0,1.0,21.0,2.0,1600
CVG,39.0488014221,-84.6678009033,4.0,1.0,6.0,1.0,10.0,2.0,1600
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,40.0,1.0,40.0,1.0,1600
HNL,21.32062,-157.924228,298.0,4.0,206.0,4.0,504.0,8.0,1600
MKE,42.94720077514648,-87.89659881591797,7.0,2.0,0.0,0.0,7.0,2.0,1600
ATL,33.6367,-84.428101,15.0,2.0,41.0,1.0,56.0,3.0,1700
LAX,33.94250107,-118.40799709999999,21.0,1.0,0.0,0.0,21.0,1.0,1700
ORD,41.9786,-87.9048,1.0,1.0,948.0,3.0,949.0,4.0,1700
DEN,39.861698150635,-104.672996521,0.0,0.0,1.0,1.0,1.0,1.0,1700
DFW,32.896801,-97.038002,60.0,2.0,0.0,0.0,60.0,2.0,1700
LAS,36.08010101,-115.15200039999999,7.0,2.0,17.0,1.0,24.0,3.0,1700
SFO,37.61899948120117,-122.375,6.0,1.0,11.0,1.0,17.0,2.0,1700
PHX,33.43429946899414,-112.01200103759766,19.0,2.0,0.0,0.0,19.0,2.0,1700
IAH,29.98439979553223,-95.34140014648438,47.0,2.0,0.0,0.0,47.0,2.0,1700
SEA,47.449001,-122.308998,93.0,3.0,56.0,3.0,149.0,6.0,1700
BOS,42.36429977,-71.00520325,349.0,5.0,442.0,2.0,791.0,7.0,1700
MCO,28.429399490356445,-81.30899810791016,0.0,0.0,9.0,1.0,9.0,1.0,1700
EWR,40.69250106811523,-74.168701171875,67.0,4.0,38.0,1.0,105.0,5.0,1700
LGA,40.77719879,-73.87259674,46.0,2.0,0.0,0.0,46.0,2.0,1700
JFK,40.63980103,-73.77890015,178.0,3.0,9.0,1.0,187.0,4.0,1700
FLL,26.072599,-80.152702,4.0,1.0,0.0,0.0,4.0,1.0,1700
SAN,32.7336006165,-117.190002441,11.0,3.0,3.0,1.0,14.0,4.0,1700
CLT,35.2140007019043,-80.94309997558594,0.0,0.0,0.0,0.0,0.0,0.0,1700
DTW,42.212398529052734,-83.35340118408203,193.0,2.0,0.0,0.0,193.0,2.0,1700
DCA,38.8521,-77.037697,87.0,1.0,0.0,0.0,87.0,1.0,1700
MSP,44.882,-93.221802,11.0,1.0,27.0,1.0,38.0,2.0,1700
MIA,25.79319953918457,-80.29060363769531,47.0,2.0,32.0,4.0,79.0,6.0,1700
BWI,39.1754,-76.668297,0.0,0.0,0.0,0.0,0.0,0.0,1700
PHL,39.87189865112305,-75.24109649658203,0.0,0.0,36.0,1.0,36.0,1.0,1700
TPA,27.975500106811523,-82.533203125,0.0,0.0,6.0,1.0,6.0,1.0,1700
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,1700
IAD,38.94449997,-77.45580292,0.0,0.0,8.0,2.0,8.0,2.0,1700
MDW,41.785999,-87.752403,42.0,1.0,0.0,0.0,42.0,1.0,1700
BNA,36.1245002746582,-86.6781997680664,62.0,1.0,0.0,0.0,62.0,1.0,1700
PDX,45.58869934,-122.59799960000001,0.0,0.0,0.0,0.0,0.0,0.0,1700
DAL,32.847099,-96.851799,154.0,1.0,13.0,1.0,167.0,2.0,1700
AUS,30.2987223546,-97.6997852325,0.0,0.0,0.0,0.0,0.0,0.0,1700
RDU,35.877601623535156,-78.7874984741211,4.0,1.0,32.0,1.0,36.0,2.0,1700
STL,38.748697,-90.370003,26.0,1.0,0.0,0.0,26.0,1.0,1700
MSY,29.99340057373047,-90.25800323486328,2.0,1.0,0.0,0.0,2.0,1.0,1700
MCI,39.2976,-94.713898,0.0,0.0,0.0,0.0,0.0,0.0,1700
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,1700
PIT,40.49150085,-80.23290253,0.0,0.0,38.0,1.0,38.0,1.0,1700
SJC,37.362598,-121.929001,59.0,3.0,0.0,0.0,59.0,3.0,1700
OAK,37.721298,-122.221001,29.0,1.0,1.0,1.0,30.0,2.0,1700
SMF,38.69540023803711,-121.59100341796876,13.0,2.0,0.0,0.0,13.0,2.0,1700
IND,39.7173,-86.294403,0.0,0.0,0.0,0.0,0.0,0.0,1700
SNA,33.67570114,-117.86799620000001,7.0,1.0,0.0,0.0,7.0,1.0,1700
CLE,41.411701202399996,-81.8498001099,4.0,1.0,65.0,2.0,69.0,3.0,1700
CMH,39.998001,-82.891899,7.0,1.0,0.0,0.0,7.0,1.0,1700
SAT,29.533700942993164,-98.46980285644531,6.0,1.0,0.0,0.0,6.0,1.0,1700
CVG,39.0488014221,-84.6678009033,0.0,0.0,0.0,0.0,0.0,0.0,1700
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,0.0,0.0,0.0,0.0,1700
HNL,21.32062,-157.924228,0.0,0.0,45.0,1.0,45.0,1.0,1700
MKE,42.94720077514648,-87.89659881591797,10.0,1.0,0.0,0.0,10.0,1.0,1700
ATL,33.6367,-84.428101,9.0,1.0,21.0,3.0,30.0,4.0,1800
LAX,33.94250107,-118.40799709999999,25.0,1.0,17.0,2.0,42.0,3.0,1800
ORD,41.9786,-87.9048,0.0,0.0,53.0,1.0,53.0,1.0,1800
DEN,39.861698150635,-104.672996521,0.0,0.0,0.0,0.0,0.0,0.0,1800
DFW,32.896801,-97.038002,115.0,6.0,93.0,10.0,208.0,16.0,1800
LAS,36.08010101,-115.15200039999999,0.0,0.0,0.0,0.0,0.0,0.0,1800
SFO,37.61899948120117,-122.375,13.0,3.0,51.0,2.0,64.0,5.0,1800
PHX,33.43429946899414,-112.01200103759766,77.0,2.0,27.0,1.0,104.0,3.0,1800
IAH,29.98439979553223,-95.34140014648438,17.0,1.0,13.0,3.0,30.0,4.0,1800
SEA,47.449001,-122.308998,0.0,0.0,51.0,2.0,51.0,2.0,1800
BOS,42.36429977,-71.00520325,30.0,3.0,164.0,2.0,194.0,5.0,1800
MCO,28.429399490356445,-81.30899810791016,153.0,3.0,1.0,1.0,154.0,4.0,1800
EWR,40.69250106811523,-74.168701171875,37.0,2.0,88.0,2.0,125.0,4.0,1800
LGA,40.77719879,-73.87259674,0.0,0.0,4.0,1.0,4.0,1.0,1800
JFK,40.63980103,-73.77890015,47.0,3.0,56.0,4.0,103.0,7.0,1800
FLL,26.072599,-80.152702,72.0,2.0,0.0,0.0,72.0,2.0,1800
SAN,32.7336006165,-117.190002441,0.0,0.0,0.0,0.0,0.0,0.0,1800
CLT,35.2140007019043,-80.94309997558594,0.0,0.0,0.0,0.0,0.0,0.0,1800
DTW,42.212398529052734,-83.35340118408203,47.0,2.0,0.0,0.0,47.0,2.0,1800
DCA,38.8521,-77.037697,17.0,1.0,59.0,1.0,76.0,2.0,1800
MSP,44.882,-93.221802,0.0,0.0,0.0,0.0,0.0,0.0,1800
MIA,25.79319953918457,-80.29060363769531,0.0,0.0,6.0,1.0,6.0,1.0,1800
BWI,39.1754,-76.668297,0.0,0.0,0.0,0.0,0.0,0.0,1800
PHL,39.87189865112305,-75.24109649658203,75.0,1.0,0.0,0.0,75.0,1.0,1800
TPA,27.975500106811523,-82.533203125,0.0,0.0,0.0,0.0,0.0,0.0,1800
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,1800
IAD,38.94449997,-77.45580292,0.0,0.0,0.0,0.0,0.0,0.0,1800
MDW,41.785999,-87.752403,0.0,0.0,0.0,0.0,0.0,0.0,1800
BNA,36.1245002746582,-86.6781997680664,6.0,1.0,0.0,0.0,6.0,1.0,1800
PDX,45.58869934,-122.59799960000001,0.0,0.0,0.0,0.0,0.0,0.0,1800
DAL,32.847099,-96.851799,103.0,1.0,0.0,0.0,103.0,1.0,1800
AUS,30.2987223546,-97.6997852325,2.0,1.0,0.0,0.0,2.0,1.0,1800
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,0.0,0.0,0.0,0.0,1800
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,1800
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,0.0,0.0,0.0,0.0,1800
MCI,39.2976,-94.713898,0.0,0.0,0.0,0.0,0.0,0.0,1800
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,1800
PIT,40.49150085,-80.23290253,45.0,2.0,0.0,0.0,45.0,2.0,1800
SJC,37.362598,-121.929001,0.0,0.0,0.0,0.0,0.0,0.0,1800
OAK,37.721298,-122.221001,0.0,0.0,0.0,0.0,0.0,0.0,1800
