iata,lat,lon,arrsum,arrcount,depsum,depcount,delaysum,delaycount,time
FLL,26.072599,-80.152702,0.0,0.0,14.0,2.0,14.0,2.0,600
SAN,32.7336006165,-117.190002441,0.0,0.0,24.0,2.0,24.0,2.0,600
CLT,35.2140007019043,-80.94309997558594,3.0,1.0,1.0,1.0,4.0,2.0,600
DTW,42.212398529052734,-83.35340118408203,0.0,0.0,1.0,1.0,1.0,1.0,600
DCA,38.8521,-77.037697,0.0,0.0,11.0,2.0,11.0,2.0,600
MSP,44.882,-93.221802,21.0,1.0,46.0,6.0,67.0,7.0,600
MIA,25.79319953918457,-80.29060363769531,0.0,0.0,0.0,0.0,0.0,0.0,600
BWI,39.1754,-76.668297,0.0,0.0,36.0,7.0,36.0,7.0,600
PHL,39.87189865112305,-75.24109649658203,0.0,0.0,34.0,2.0,34.0,2.0,600
TPA,27.975500106811523,-82.533203125,10.0,1.0,3.0,1.0,13.0,2.0,600
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,1.0,1.0,1.0,1.0,600
IAD,38.94449997,-77.45580292,0.0,0.0,17.0,3.0,17.0,3.0,600
MDW,41.785999,-87.752403,2.0,2.0,15.0,4.0,17.0,6.0,600
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,28.0,2.0,28.0,2.0,600
PDX,45.58869934,-122.59799960000001,0.0,0.0,19.0,4.0,19.0,4.0,600
DAL,32.847099,-96.851799,0.0,0.0,29.0,3.0,29.0,3.0,600
AUS,30.2987223546,-97.6997852325,0.0,0.0,2.0,1.0,2.0,1.0,600
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,15.0,4.0,15.0,4.0,600
STL,38.748697,-90.370003,0.0,0.0,0.0,0.0,0.0,0.0,600
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,42.0,4.0,42.0,4.0,600
MCI,39.2976,-94.713898,0.0,0.0,10.0,2.0,10.0,2.0,600
HOU,29.64539909,-95.27890015,0.0,0.0,14.0,4.0,14.0,4.0,600
PIT,40.49150085,-80.23290253,0.0,0.0,1.0,1.0,1.0,1.0,600
SJC,37.362598,-121.929001,0.0,0.0,56.0,5.0,56.0,5.0,600
OAK,37.721298,-122.221001,0.0,0.0,15.0,4.0,15.0,4.0,600
SMF,38.69540023803711,-121.59100341796876,0.0,0.0,73.0,3.0,73.0,3.0,600
IND,39.7173,-86.294403,3.0,1.0,0.0,0.0,3.0,1.0,600
SNA,33.67570114,-117.86799620000001,0.0,0.0,3.0,2.0,3.0,2.0,600
CLE,41.411701202399996,-81.8498001099,0.0,0.0,10.0,2.0,10.0,2.0,600
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,600
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,155.0,2.0,155.0,2.0,600
CVG,39.0488014221,-84.6678009033,0.0,0.0,83.0,1.0,83.0,1.0,600
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,3.0,2.0,3.0,2.0,600
HNL,21.32062,-157.924228,0.0,0.0,0.0,0.0,0.0,0.0,600
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,0.0,0.0,0.0,0.0,600
ATL,33.6367,-84.428101,43.0,7.0,22.0,4.0,65.0,11.0,700
LAX,33.94250107,-118.40799709999999,43.0,9.0,44.0,6.0,87.0,15.0,700
ORD,41.9786,-87.9048,133.0,5.0,60.0,5.0,193.0,10.0,700
DEN,39.861698150635,-104.672996521,0.0,0.0,2.0,1.0,2.0,1.0,700
DFW,32.896801,-97.038002,9.0,2.0,27.0,4.0,36.0,6.0,700
LAS,36.08010101,-115.15200039999999,26.0,3.0,5.0,1.0,31.0,4.0,700
SFO,37.61899948120117,-122.375,1.0,1.0,108.0,4.0,109.0,5.0,700
PHX,33.43429946899414,-112.01200103759766,8.0,1.0,6.0,2.0,14.0,3.0,700
IAH,29.98439979553223,-95.34140014648438,69.0,1.0,38.0,3.0,107.0,4.0,700
SEA,47.449001,-122.308998,1.0,1.0,20.0,4.0,21.0,5.0,700
BOS,42.36429977,-71.00520325,26.0,4.0,56.0,7.0,82.0,11.0,700
MCO,28.429399490356445,-81.30899810791016,53.0,4.0,27.0,2.0,80.0,6.0,700
EWR,40.69250106811523,-74.168701171875,3.0,1.0,131.0,5.0,134.0,6.0,700
LGA,40.77719879,-73.87259674,0.0,0.0,121.0,5.0,121.0,5.0,700
JFK,40.63980103,-73.77890015,41.0,2.0,67.0,4.0,108.0,6.0,700
FLL,26.072599,-80.152702,156.0,2.0,43.0,3.0,199.0,5.0,700
SAN,32.7336006165,-117.190002441,34.0,4.0,24.0,4.0,58.0,8.0,700
CLT,35.2140007019043,-80.94309997558594,9.0,1.0,3.0,1.0,12.0,2.0,700
DTW,42.212398529052734,-83.35340118408203,34.0,5.0,48.0,3.0,82.0,8.0,700
DCA,38.8521,-77.037697,2.0,1.0,34.0,2.0,36.0,3.0,700
MSP,44.882,-93.221802,3.0,1.0,56.0,4.0,59.0,5.0,700
MIA,25.79319953918457,-80.29060363769531,0.0,0.0,0.0,0.0,0.0,0.0,700
BWI,39.1754,-76.668297,6.0,1.0,105.0,5.0,111.0,6.0,700
PHL,39.87189865112305,-75.24109649658203,21.0,3.0,8.0,2.0,29.0,5.0,700
TPA,27.975500106811523,-82.533203125,0.0,0.0,15.0,2.0,15.0,2.0,700
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,700
IAD,38.94449997,-77.45580292,45.0,4.0,7.0,1.0,52.0,5.0,700
MDW,41.785999,-87.752403,14.0,1.0,14.0,2.0,28.0,3.0,700
BNA,36.1245002746582,-86.6781997680664,5.0,2.0,4.0,2.0,9.0,4.0,700
PDX,45.58869934,-122.59799960000001,0.0,0.0,0.0,0.0,0.0,0.0,700
DAL,32.847099,-96.851799,0.0,0.0,10.0,3.0,10.0,3.0,700
AUS,30.2987223546,-97.6997852325,0.0,0.0,8.0,1.0,8.0,1.0,700
RDU,35.877601623535156,-78.7874984741211,0.0,0.0,13.0,5.0,13.0,5.0,700
STL,38.748697,-90.370003,0.0,0.0,4.0,2.0,4.0,2.0,700
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,23.0,3.0,23.0,3.0,700
MCI,39.2976,-94.713898,10.0,1.0,4.0,2.0,14.0,3.0,700
HOU,29.64539909,-95.27890015,10.0,2.0,4.0,1.0,14.0,3.0,700
PIT,40.49150085,-80.23290253,0.0,0.0,0.0,0.0,0.0,0.0,700
SJC,37.362598,-121.929001,9.0,1.0,28.0,2.0,37.0,3.0,700
OAK,37.721298,-122.221001,0.0,0.0,29.0,2.0,29.0,2.0,700
SMF,38.69540023803711,-121.59100341796876,0.0,0.0,79.0,3.0,79.0,3.0,700
IND,39.7173,-86.294403,0.0,0.0,95.0,1.0,95.0,1.0,700
SNA,33.67570114,-117.86799620000001,0.0,0.0,0.0,0.0,0.0,0.0,700
CLE,41.411701202399996,-81.8498001099,0.0,0.0,11.0,1.0,11.0,1.0,700
CMH,39.998001,-82.891899,5.0,1.0,134.0,2.0,139.0,3.0,700
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,22.0,1.0,22.0,1.0,700
CVG,39.0488014221,-84.6678009033,0.0,0.0,1.0,1.0,1.0,1.0,700
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,1.0,1.0,1.0,1.0,700
HNL,21.32062,-157.924228,0.0,0.0,4.0,1.0,4.0,1.0,700
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,1.0,1.0,1.0,1.0,700
ATL,33.6367,-84.428101,18.0,5.0,125.0,20.0,143.0,25.0,800
LAX,33.94250107,-118.40799709999999,107.0,11.0,219.0,15.0,326.0,26.0,800
ORD,41.9786,-87.9048,67.0,9.0,160.0,5.0,227.0,14.0,800
DEN,39.861698150635,-104.672996521,15.0,2.0,20.0,5.0,35.0,7.0,800
DFW,32.896801,-97.038002,145.0,3.0,97.0,5.0,242.0,8.0,800
LAS,36.08010101,-115.15200039999999,24.0,4.0,192.0,6.0,216.0,10.0,800
SFO,37.61899948120117,-122.375,58.0,4.0,82.0,2.0,140.0,6.0,800
PHX,33.43429946899414,-112.01200103759766,69.0,3.0,5.0,2.0,74.0,5.0,800
IAH,29.98439979553223,-95.34140014648438,10.0,2.0,28.0,2.0,38.0,4.0,800
SEA,47.449001,-122.308998,52.0,3.0,11.0,4.0,63.0,7.0,800
BOS,42.36429977,-71.00520325,58.0,2.0,312.0,9.0,370.0,11.0,800
MCO,28.429399490356445,-81.30899810791016,0.0,0.0,98.0,4.0,98.0,4.0,800
EWR,40.69250106811523,-74.168701171875,45.0,5.0,104.0,6.0,149.0,11.0,800
LGA,40.77719879,-73.87259674,57.0,6.0,69.0,6.0,126.0,12.0,800
JFK,40.63980103,-73.77890015,0.0,0.0,9.0,4.0,9.0,4.0,800
FLL,26.072599,-80.152702,17.0,2.0,47.0,4.0,64.0,6.0,800
SAN,32.7336006165,-117.190002441,67.0,5.0,19.0,2.0,86.0,7.0,800
CLT,35.2140007019043,-80.94309997558594,59.0,5.0,0.0,0.0,59.0,5.0,800
DTW,42.212398529052734,-83.35340118408203,18.0,1.0,90.0,8.0,108.0,9.0,800
DCA,38.8521,-77.037697,22.0,2.0,55.0,2.0,77.0,4.0,800
MSP,44.882,-93.221802,230.0,14.0,38.0,6.0,268.0,20.0,800
MIA,25.79319953918457,-80.29060363769531,44.0,2.0,59.0,2.0,103.0,4.0,800
BWI,39.1754,-76.668297,95.0,2.0,130.0,5.0,225.0,7.0,800
PHL,39.87189865112305,-75.24109649658203,0.0,0.0,18.0,3.0,18.0,3.0,800
TPA,27.975500106811523,-82.533203125,0.0,0.0,0.0,0.0,0.0,0.0,800
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,0.0,0.0,0.0,0.0,800
IAD,38.94449997,-77.45580292,102.0,1.0,31.0,3.0,133.0,4.0,800
MDW,41.785999,-87.752403,24.0,3.0,96.0,7.0,120.0,10.0,800
BNA,36.1245002746582,-86.6781997680664,14.0,3.0,8.0,2.0,22.0,5.0,800
PDX,45.58869934,-122.59799960000001,0.0,0.0,1.0,1.0,1.0,1.0,800
DAL,32.847099,-96.851799,14.0,2.0,1.0,1.0,15.0,3.0,800
AUS,30.2987223546,-97.6997852325,0.0,0.0,0.0,0.0,0.0,0.0,800
RDU,35.877601623535156,-78.7874984741211,14.0,1.0,148.0,2.0,162.0,3.0,800
STL,38.748697,-90.370003,0.0,0.0,44.0,4.0,44.0,4.0,800
MSY,29.99340057373047,-90.25800323486328,57.0,3.0,0.0,0.0,57.0,3.0,800
MCI,39.2976,-94.713898,3.0,1.0,31.0,2.0,34.0,3.0,800
HOU,29.64539909,-95.27890015,0.0,0.0,55.0,5.0,55.0,5.0,800
PIT,40.49150085,-80.23290253,0.0,0.0,16.0,1.0,16.0,1.0,800
SJC,37.362598,-121.929001,1.0,1.0,0.0,0.0,1.0,1.0,800
OAK,37.721298,-122.221001,28.0,2.0,1.0,1.0,29.0,3.0,800
SMF,38.69540023803711,-121.59100341796876,0.0,0.0,3.0,1.0,3.0,1.0,800
IND,39.7173,-86.294403,0.0,0.0,13.0,2.0,13.0,2.0,800
SNA,33.67570114,-117.86799620000001,11.0,2.0,1.0,1.0,12.0,3.0,800
CLE,41.411701202399996,-81.8498001099,15.0,2.0,2.0,1.0,17.0,3.0,800
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,800
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,27.0,1.0,27.0,1.0,800
CVG,39.0488014221,-84.6678009033,0.0,0.0,5.0,2.0,5.0,2.0,800
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,26.0,1.0,26.0,1.0,800
HNL,21.32062,-157.924228,0.0,0.0,0.0,0.0,0.0,0.0,800
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,30.0,1.0,30.0,1.0,800
ATL,33.6367,-84.428101,40.0,4.0,208.0,13.0,248.0,17.0,900
LAX,33.94250107,-118.40799709999999,144.0,13.0,140.0,11.0,284.0,24.0,900
ORD,41.9786,-87.9048,133.0,10.0,123.0,8.0,256.0,18.0,900
DEN,39.861698150635,-104.672996521,0.0,0.0,109.0,3.0,109.0,3.0,900
DFW,32.896801,-97.038002,82.0,9.0,183.0,10.0,265.0,19.0,900
LAS,36.08010101,-115.15200039999999,12.0,2.0,78.0,6.0,90.0,8.0,900
SFO,37.61899948120117,-122.375,75.0,8.0,34.0,5.0,109.0,13.0,900
PHX,33.43429946899414,-112.01200103759766,13.0,2.0,28.0,5.0,41.0,7.0,900
IAH,29.98439979553223,-95.34140014648438,75.0,2.0,13.0,3.0,88.0,5.0,900
SEA,47.449001,-122.308998,13.0,2.0,29.0,4.0,42.0,6.0,900
BOS,42.36429977,-71.00520325,5.0,1.0,9.0,2.0,14.0,3.0,900
MCO,28.429399490356445,-81.30899810791016,111.0,3.0,58.0,4.0,169.0,7.0,900
EWR,40.69250106811523,-74.168701171875,81.0,5.0,67.0,3.0,148.0,8.0,900
LGA,40.77719879,-73.87259674,65.0,2.0,55.0,4.0,120.0,6.0,900
JFK,40.63980103,-73.77890015,47.0,2.0,57.0,1.0,104.0,3.0,900
FLL,26.072599,-80.152702,104.0,8.0,9.0,2.0,113.0,10.0,900
SAN,32.7336006165,-117.190002441,54.0,6.0,90.0,5.0,144.0,11.0,900
CLT,35.2140007019043,-80.94309997558594,47.0,2.0,86.0,10.0,133.0,12.0,900
DTW,42.212398529052734,-83.35340118408203,30.0,2.0,100.0,4.0,130.0,6.0,900
DCA,38.8521,-77.037697,5.0,2.0,0.0,0.0,5.0,2.0,900
MSP,44.882,-93.221802,87.0,4.0,110.0,6.0,197.0,10.0,900
MIA,25.79319953918457,-80.29060363769531,11.0,1.0,23.0,2.0,34.0,3.0,900
BWI,39.1754,-76.668297,17.0,4.0,122.0,4.0,139.0,8.0,900
PHL,39.87189865112305,-75.24109649658203,10.0,3.0,0.0,0.0,10.0,3.0,900
TPA,27.975500106811523,-82.533203125,18.0,2.0,33.0,4.0,51.0,6.0,900
SLC,40.78839874267578,-111.97799682617188,32.0,2.0,15.0,1.0,47.0,3.0,900
IAD,38.94449997,-77.45580292,0.0,0.0,27.0,2.0,27.0,2.0,900
MDW,41.785999,-87.752403,3.0,1.0,35.0,3.0,38.0,4.0,900
BNA,36.1245002746582,-86.6781997680664,18.0,1.0,8.0,3.0,26.0,4.0,900
PDX,45.58869934,-122.59799960000001,0.0,0.0,6.0,1.0,6.0,1.0,900
DAL,32.847099,-96.851799,13.0,2.0,77.0,3.0,90.0,5.0,900
AUS,30.2987223546,-97.6997852325,0.0,0.0,56.0,2.0,56.0,2.0,900
RDU,35.877601623535156,-78.7874984741211,99.0,1.0,2.0,1.0,101.0,2.0,900
STL,38.748697,-90.370003,23.0,4.0,24.0,2.0,47.0,6.0,900
MSY,29.99340057373047,-90.25800323486328,0.0,0.0,44.0,3.0,44.0,3.0,900
MCI,39.2976,-94.713898,4.0,1.0,9.0,1.0,13.0,2.0,900
HOU,29.64539909,-95.27890015,0.0,0.0,59.0,1.0,59.0,1.0,900
PIT,40.49150085,-80.23290253,4.0,1.0,0.0,0.0,4.0,1.0,900
SJC,37.362598,-121.929001,53.0,4.0,21.0,3.0,74.0,7.0,900
OAK,37.721298,-122.221001,26.0,3.0,18.0,2.0,44.0,5.0,900
SMF,38.69540023803711,-121.59100341796876,5.0,1.0,4.0,2.0,9.0,3.0,900
IND,39.7173,-86.294403,0.0,0.0,4.0,1.0,4.0,1.0,900
SNA,33.67570114,-117.86799620000001,3.0,1.0,165.0,3.0,168.0,4.0,900
CLE,41.411701202399996,-81.8498001099,0.0,0.0,2.0,1.0,2.0,1.0,900
CMH,39.998001,-82.891899,45.0,2.0,2.0,1.0,47.0,3.0,900
SAT,29.533700942993164,-98.46980285644531,13.0,1.0,0.0,0.0,13.0,1.0,900
CVG,39.0488014221,-84.6678009033,7.0,1.0,7.0,1.0,14.0,2.0,900
JAX,30.49410057067871,-81.68789672851562,0.0,0.0,0.0,0.0,0.0,0.0,900
HNL,21.32062,-157.924228,0.0,0.0,0.0,0.0,0.0,0.0,900
MKE,42.94720077514648,-87.89659881591797,6.0,1.0,0.0,0.0,6.0,1.0,900
ATL,33.6367,-84.428101,108.0,8.0,97.0,11.0,205.0,19.0,1000
LAX,33.94250107,-118.40799709999999,160.0,13.0,258.0,13.0,418.0,26.0,1000
ORD,41.9786,-87.9048,31.0,6.0,29.0,4.0,60.0,10.0,1000
DEN,39.861698150635,-104.672996521,8.0,1.0,115.0,4.0,123.0,5.0,1000
DFW,32.896801,-97.038002,0.0,0.0,138.0,9.0,138.0,9.0,1000
LAS,36.08010101,-115.15200039999999,18.0,3.0,53.0,2.0,71.0,5.0,1000
SFO,37.61899948120117,-122.375,195.0,7.0,335.0,7.0,530.0,14.0,1000
PHX,33.43429946899414,-112.01200103759766,144.0,5.0,16.0,5.0,160.0,10.0,1000
IAH,29.98439979553223,-95.34140014648438,93.0,8.0,186.0,4.0,279.0,12.0,1000
SEA,47.449001,-122.308998,19.0,2.0,36.0,2.0,55.0,4.0,1000
BOS,42.36429977,-71.00520325,156.0,2.0,52.0,6.0,208.0,8.0,1000
MCO,28.429399490356445,-81.30899810791016,10.0,2.0,126.0,5.0,136.0,7.0,1000
EWR,40.69250106811523,-74.168701171875,9.0,2.0,117.0,3.0,126.0,5.0,1000
LGA,40.77719879,-73.87259674,103.0,4.0,1002.0,6.0,1105.0,10.0,1000
JFK,40.63980103,-73.77890015,4.0,1.0,191.0,2.0,195.0,3.0,1000
FLL,26.072599,-80.152702,9.0,2.0,18.0,3.0,27.0,5.0,1000
SAN,32.7336006165,-117.190002441,56.0,6.0,52.0,6.0,108.0,12.0,1000
CLT,35.2140007019043,-80.94309997558594,90.0,8.0,95.0,5.0,185.0,13.0,1000
DTW,42.212398529052734,-83.35340118408203,2.0,1.0,134.0,4.0,136.0,5.0,1000
DCA,38.8521,-77.037697,0.0,0.0,80.0,4.0,80.0,4.0,1000
MSP,44.882,-93.221802,24.0,4.0,180.0,6.0,204.0,10.0,1000
MIA,25.79319953918457,-80.29060363769531,70.0,4.0,19.0,2.0,89.0,6.0,1000
BWI,39.1754,-76.668297,29.0,2.0,238.0,6.0,267.0,8.0,1000
PHL,39.87189865112305,-75.24109649658203,0.0,0.0,30.0,5.0,30.0,5.0,1000
TPA,27.975500106811523,-82.533203125,4.0,3.0,10.0,2.0,14.0,5.0,1000
SLC,40.78839874267578,-111.97799682617188,18.0,3.0,68.0,2.0,86.0,5.0,1000
IAD,38.94449997,-77.45580292,0.0,0.0,0.0,0.0,0.0,0.0,1000
MDW,41.785999,-87.752403,0.0,0.0,103.0,6.0,103.0,6.0,1000
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,4.0,1.0,4.0,1.0,1000
PDX,45.58869934,-122.59799960000001,14.0,1.0,0.0,0.0,14.0,1.0,1000
DAL,32.847099,-96.851799,0.0,0.0,114.0,7.0,114.0,7.0,1000
AUS,30.2987223546,-97.6997852325,57.0,1.0,47.0,1.0,104.0,2.0,1000
RDU,35.877601623535156,-78.7874984741211,10.0,1.0,73.0,1.0,83.0,2.0,1000
STL,38.748697,-90.370003,7.0,1.0,3.0,1.0,10.0,2.0,1000
MSY,29.99340057373047,-90.25800323486328,13.0,1.0,49.0,1.0,62.0,2.0,1000
MCI,39.2976,-94.713898,18.0,2.0,36.0,2.0,54.0,4.0,1000
HOU,29.64539909,-95.27890015,0.0,0.0,0.0,0.0,0.0,0.0,1000
PIT,40.49150085,-80.23290253,12.0,2.0,0.0,0.0,12.0,2.0,1000
SJC,37.362598,-121.929001,38.0,1.0,7.0,3.0,45.0,4.0,1000
OAK,37.721298,-122.221001,58.0,4.0,39.0,4.0,97.0,8.0,1000
SMF,38.69540023803711,-121.59100341796876,0.0,0.0,4.0,1.0,4.0,1.0,1000
IND,39.7173,-86.294403,1.0,1.0,12.0,2.0,13.0,3.0,1000
SNA,33.67570114,-117.86799620000001,9.0,2.0,0.0,0.0,9.0,2.0,1000
CLE,41.411701202399996,-81.8498001099,26.0,2.0,4.0,1.0,30.0,3.0,1000
CMH,39.998001,-82.891899,0.0,0.0,0.0,0.0,0.0,0.0,1000
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,43.0,2.0,43.0,2.0,1000
CVG,39.0488014221,-84.6678009033,28.0,3.0,4.0,2.0,32.0,5.0,1000
JAX,30.49410057067871,-81.68789672851562,13.0,1.0,1.0,1.0,14.0,2.0,1000
HNL,21.32062,-157.924228,3.0,1.0,0.0,0.0,3.0,1.0,1000
MKE,42.94720077514648,-87.89659881591797,8.0,2.0,5.0,1.0,13.0,3.0,1000
ATL,33.6367,-84.428101,19.0,5.0,132.0,10.0,151.0,15.0,1100
LAX,33.94250107,-118.40799709999999,226.0,9.0,87.0,7.0,313.0,16.0,1100
ORD,41.9786,-87.9048,837.0,12.0,78.0,5.0,915.0,17.0,1100
DEN,39.861698150635,-104.672996521,57.0,1.0,57.0,5.0,114.0,6.0,1100
DFW,32.896801,-97.038002,133.0,6.0,6.0,1.0,139.0,7.0,1100
LAS,36.08010101,-115.15200039999999,150.0,6.0,14.0,1.0,164.0,7.0,1100
SFO,37.61899948120117,-122.375,147.0,5.0,120.0,6.0,267.0,11.0,1100
PHX,33.43429946899414,-112.01200103759766,120.0,3.0,174.0,9.0,294.0,12.0,1100
IAH,29.98439979553223,-95.34140014648438,44.0,3.0,88.0,4.0,132.0,7.0,1100
SEA,47.449001,-122.308998,172.0,6.0,16.0,2.0,188.0,8.0,1100
BOS,42.36429977,-71.00520325,176.0,1.0,244.0,4.0,420.0,5.0,1100
MCO,28.429399490356445,-81.30899810791016,70.0,3.0,34.0,1.0,104.0,4.0,1100
EWR,40.69250106811523,-74.168701171875,9.0,1.0,310.0,2.0,319.0,3.0,1100
LGA,40.77719879,-73.87259674,203.0,5.0,214.0,9.0,417.0,14.0,1100
JFK,40.63980103,-73.77890015,0.0,0.0,385.0,6.0,385.0,6.0,1100
FLL,26.072599,-80.152702,32.0,2.0,10.0,1.0,42.0,3.0,1100
SAN,32.7336006165,-117.190002441,13.0,1.0,36.0,5.0,49.0,6.0,1100
CLT,35.2140007019043,-80.94309997558594,67.0,2.0,36.0,6.0,103.0,8.0,1100
DTW,42.212398529052734,-83.35340118408203,108.0,6.0,31.0,2.0,139.0,8.0,1100
DCA,38.8521,-77.037697,36.0,5.0,67.0,3.0,103.0,8.0,1100
MSP,44.882,-93.221802,18.0,2.0,21.0,2.0,39.0,4.0,1100
MIA,25.79319953918457,-80.29060363769531,27.0,1.0,2.0,1.0,29.0,2.0,1100
BWI,39.1754,-76.668297,83.0,3.0,22.0,3.0,105.0,6.0,1100
PHL,39.87189865112305,-75.24109649658203,3.0,1.0,89.0,2.0,92.0,3.0,1100
TPA,27.975500106811523,-82.533203125,33.0,3.0,28.0,1.0,61.0,4.0,1100
SLC,40.78839874267578,-111.97799682617188,0.0,0.0,23.0,3.0,23.0,3.0,1100
IAD,38.94449997,-77.45580292,64.0,5.0,0.0,0.0,64.0,5.0,1100
MDW,41.785999,-87.752403,0.0,0.0,32.0,2.0,32.0,2.0,1100
BNA,36.1245002746582,-86.6781997680664,32.0,3.0,0.0,0.0,32.0,3.0,1100
PDX,45.58869934,-122.59799960000001,14.0,2.0,11.0,2.0,25.0,4.0,1100
DAL,32.847099,-96.851799,0.0,0.0,18.0,4.0,18.0,4.0,1100
AUS,30.2987223546,-97.6997852325,38.0,2.0,56.0,2.0,94.0,4.0,1100
RDU,35.877601623535156,-78.7874984741211,13.0,2.0,78.0,5.0,91.0,7.0,1100
STL,38.748697,-90.370003,15.0,1.0,7.0,2.0,22.0,3.0,1100
MSY,29.99340057373047,-90.25800323486328,4.0,1.0,41.0,2.0,45.0,3.0,1100
MCI,39.2976,-94.713898,53.0,2.0,53.0,2.0,106.0,4.0,1100
HOU,29.64539909,-95.27890015,12.0,1.0,57.0,3.0,69.0,4.0,1100
PIT,40.49150085,-80.23290253,25.0,1.0,42.0,3.0,67.0,4.0,1100
SJC,37.362598,-121.929001,12.0,1.0,44.0,2.0,56.0,3.0,1100
OAK,37.721298,-122.221001,26.0,3.0,42.0,4.0,68.0,7.0,1100
SMF,38.69540023803711,-121.59100341796876,83.0,5.0,1.0,1.0,84.0,6.0,1100
IND,39.7173,-86.294403,25.0,1.0,24.0,3.0,49.0,4.0,1100
SNA,33.67570114,-117.86799620000001,7.0,3.0,5.0,1.0,12.0,4.0,1100
CLE,41.411701202399996,-81.8498001099,15.0,1.0,33.0,3.0,48.0,4.0,1100
CMH,39.998001,-82.891899,0.0,0.0,15.0,3.0,15.0,3.0,1100
SAT,29.533700942993164,-98.46980285644531,0.0,0.0,11.0,1.0,11.0,1.0,1100
CVG,39.0488014221,-84.6678009033,6.0,2.0,1.0,1.0,7.0,3.0,1100
JAX,30.49410057067871,-81.68789672851562,75.0,3.0,0.0,0.0,75.0,3.0,1100
HNL,21.32062,-157.924228,16.0,1.0,0.0,0.0,16.0,1.0,1100
MKE,42.94720077514648,-87.89659881591797,0.0,0.0,2.0,2.0,2.0,2.0,1100
ATL,33.6367,-84.428101,98.0,5.0,186.0,10.0,284.0,15.0,1200
LAX,33.94250107,-118.40799709999999,304.0,12.0,370.0,15.0,674.0,27.0,1200
ORD,41.9786,-87.9048,48.0,8.0,129.0,5.0,177.0,13.0,1200
DEN,39.861698150635,-104.672996521,2.0,1.0,95.0,6.0,97.0,7.0,1200
DFW,32.896801,-97.038002,82.0,4.0,119.0,5.0,201.0,9.0,1200
LAS,36.08010101,-115.15200039999999,82.0,6.0,249.0,8.0,331.0,14.0,1200
SFO,37.61899948120117,-122.375,82.0,5.0,112.0,3.0,194.0,8.0,1200
PHX,33.43429946899414,-112.01200103759766,16.0,5.0,30.0,4.0,46.0,9.0,1200
IAH,29.98439979553223,-95.34140014648438,151.0,2.0,119.0,7.0,270.0,9.0,1200
SEA,47.449001,-122.308998,49.0,5.0,73.0,5.0,122.0,10.0,1200
BOS,42.36429977,-71.00520325,3.0,1.0,245.0,3.0,248.0,4.0,1200
MCO,28.429399490356445,-81.30899810791016,182.0,2.0,21.0,2.0,203.0,4.0,1200
EWR,40.69250106811523,-74.168701171875,36.0,1.0,270.0,8.0,306.0,9.0,1200
LGA,40.77719879,-73.87259674,7.0,1.0,255.0,6.0,262.0,7.0,1200
JFK,40.63980103,-73.77890015,175.0,3.0,8.0,1.0,183.0,4.0,1200
FLL,26.072599,-80.152702,0.0,0.0,0.0,0.0,0.0,0.0,1200
SAN,32.7336006165,-117.190002441,193.0,9.0,0.0,0.0,193.0,9.0,1200
CLT,35.2140007019043,-80.94309997558594,113.0,10.0,0.0,0.0,113.0,10.0,1200
DTW,42.212398529052734,-83.35340118408203,6.0,1.0,25.0,4.0,31.0,5.0,1200
DCA,38.8521,-77.037697,105.0,5.0,41.0,2.0,146.0,7.0,1200
MSP,44.882,-93.221802,2.0,1.0,361.0,4.0,363.0,5.0,1200
MIA,25.79319953918457,-80.29060363769531,0.0,0.0,91.0,3.0,91.0,3.0,1200
BWI,39.1754,-76.668297,23.0,3.0,69.0,4.0,92.0,7.0,1200
PHL,39.87189865112305,-75.24109649658203,34.0,1.0,1.0,1.0,35.0,2.0,1200
TPA,27.975500106811523,-82.533203125,17.0,2.0,57.0,3.0,74.0,5.0,1200
SLC,40.78839874267578,-111.97799682617188,92.0,3.0,0.0,0.0,92.0,3.0,1200
IAD,38.94449997,-77.45580292,27.0,1.0,34.0,3.0,61.0,4.0,1200
MDW,41.785999,-87.752403,12.0,1.0,18.0,3.0,30.0,4.0,1200
BNA,36.1245002746582,-86.6781997680664,0.0,0.0,0.0,0.0,0.0,0.0,1200
