FL_DATE,ORIGIN,DEP_TIME,TAXI_OUT
2009,HOU,1900.0,7.666666666666667
2009,HOU,1930.0,6.25
2009,HOU,2000.0,6.25
2009,HOU,2030.0,7.5
2009,HOU,2100.0,7.5
2009,HOU,2130.0,7.0
2009,HOU,2300.0,7.0
2009,IAD,530.0,23.5
2009,IAD,600.0,31.0
2009,IAD,630.0,13.0
2009,IAD,700.0,16.428571428571427
2009,IAD,730.0,22.0
2009,IAD,800.0,16.166666666666668
2009,IAD,830.0,18.333333333333332
2009,IAD,900.0,13.2
2009,IAD,930.0,13.5
2009,IAD,1000.0,30.5
2009,IAD,1030.0,10.5
2009,IAD,1130.0,12.333333333333334
2009,IAD,1200.0,14.555555555555555
2009,IAD,1230.0,13.0
2009,IAD,1300.0,10.5
2009,IAD,1330.0,10.0
2009,IAD,1400.0,18.0
2009,IAD,1430.0,11.8
2009,IAD,1500.0,11.25
2009,IAD,1530.0,14.666666666666666
2009,IAD,1600.0,17.75
2009,IAD,1630.0,13.75
2009,IAD,1700.0,16.363636363636363
2009,IAD,1730.0,14.857142857142858
2009,IAD,1800.0,18.571428571428573
2009,IAD,1830.0,13.857142857142858
2009,IAD,1900.0,15.5
2009,IAD,1930.0,15.714285714285714
2009,IAD,2030.0,13.0
2009,IAD,2100.0,15.0
2009,IAD,2130.0,16.5
2009,IAD,2200.0,15.363636363636363
2009,IAD,2230.0,9.0
2009,IAD,2330.0,9.0
2009,IAH,530.0,12.0
2009,IAH,600.0,10.75
2009,IAH,630.0,15.0
2009,IAH,700.0,13.823529411764707
2009,IAH,730.0,15.714285714285714
2009,IAH,800.0,11.75
2009,IAH,830.0,17.90909090909091
2009,IAH,900.0,25.25
2009,IAH,930.0,16.6
2009,IAH,1000.0,14.076923076923077
2009,IAH,1030.0,18.0
2009,IAH,1100.0,13.2
2009,IAH,1130.0,19.6875
2009,IAH,1200.0,14.88888888888889
2009,IAH,1230.0,12.333333333333334
2009,IAH,1300.0,14.642857142857142
2009,IAH,1330.0,15.333333333333334
2009,IAH,1400.0,18.636363636363637
2009,IAH,1430.0,26.3
2009,IAH,1500.0,22.5
2009,IAH,1530.0,20.72
2009,IAH,1600.0,19.818181818181817
2009,IAH,1630.0,14.8
2009,IAH,1700.0,18.875
2009,IAH,1730.0,13.647058823529411
2009,IAH,1800.0,16.916666666666668
2009,IAH,1830.0,15.333333333333334
2009,IAH,1900.0,19.428571428571427
2009,IAH,1930.0,25.714285714285715
2009,IAH,2000.0,14.5
2009,IAH,2030.0,12.0
2009,IAH,2100.0,15.125
2009,IAH,2130.0,14.333333333333334
2009,IAH,2230.0,15.0
2009,IAH,2300.0,13.75
2009,IND,530.0,20.0
2009,IND,600.0,13.333333333333334
2009,IND,630.0,13.0
2009,IND,700.0,14.0
2009,IND,730.0,14.25
2009,IND,800.0,19.333333333333332
2009,IND,830.0,7.0
2009,IND,900.0,11.0
2009,IND,930.0,13.0
2009,IND,1000.0,24.5
2009,IND,1030.0,26.0
2009,IND,1100.0,24.6
2009,IND,1130.0,24.0
2009,IND,1230.0,33.333333333333336
2009,IND,1300.0,41.8
2009,IND,1330.0,24.0
2009,IND,1400.0,39.5
2009,IND,1430.0,27.5
2009,IND,1500.0,45.5
2009,IND,1530.0,29.4
2009,IND,1600.0,46.25
2009,IND,1630.0,44.4
2009,IND,1700.0,36.5
2009,IND,1730.0,39.666666666666664
2009,IND,1800.0,36.25
2009,IND,1830.0,32.5
2009,IND,1900.0,32.5
2009,IND,1930.0,30.0
2009,IND,2000.0,39.0
2009,IND,2030.0,21.0
2009,IND,2330.0,9.0
2009,JFK,530.0,31.0
2009,JFK,600.0,16.333333333333332
2009,JFK,630.0,26.75
2009,JFK,700.0,19.5
2009,JFK,730.0,19.666666666666668
2009,JFK,800.0,24.454545454545453
2009,JFK,830.0,25.76923076923077
2009,JFK,900.0,35.55555555555556
2009,JFK,930.0,30.166666666666668
2009,JFK,1000.0,15.0
2009,JFK,1030.0,19.625
2009,JFK,1100.0,17.0
2009,JFK,1130.0,19.4
2009,JFK,1200.0,21.0
2009,JFK,1230.0,15.6
2009,JFK,1300.0,18.5
2009,JFK,1330.0,17.857142857142858
2009,JFK,1400.0,21.4
2009,JFK,1430.0,22.2
2009,JFK,1500.0,30.285714285714285
2009,JFK,1530.0,43.77777777777778
2009,JFK,1600.0,41.45454545454545
2009,JFK,1630.0,39.61538461538461
2009,JFK,1700.0,31.416666666666668
2009,JFK,1730.0,26.25
2009,JFK,1800.0,38.375
2009,JFK,1830.0,39.75
2009,JFK,1900.0,40.2
2009,JFK,1930.0,29.4
2009,JFK,2000.0,31.6
2009,JFK,2030.0,30.583333333333332
2009,JFK,2100.0,24.2
2009,JFK,2130.0,11.25
2009,JFK,2200.0,22.0
2009,JFK,2230.0,19.0
2009,JFK,2300.0,10.0
2009,LAS,0.0,21.0
2009,LAS,30.0,12.5
2009,LAS,100.0,10.0
2009,LAS,130.0,14.0
2009,LAS,200.0,11.0
2009,LAS,530.0,13.25
2009,LAS,600.0,11.5
2009,LAS,630.0,12.7
2009,LAS,700.0,11.785714285714286
2009,LAS,730.0,12.083333333333334
2009,LAS,800.0,9.666666666666666
2009,LAS,830.0,9.0
2009,LAS,900.0,13.4
2009,LAS,930.0,16.0
2009,LAS,1000.0,13.0
2009,LAS,1030.0,12.363636363636363
2009,LAS,1100.0,14.714285714285714
2009,LAS,1130.0,13.333333333333334
2009,LAS,1200.0,14.666666666666666
2009,LAS,1230.0,18.571428571428573
2009,LAS,1300.0,13.818181818181818
2009,LAS,1330.0,11.333333333333334
2009,LAS,1400.0,13.75
2009,LAS,1430.0,14.0
2009,LAS,1500.0,15.2
2009,LAS,1530.0,9.714285714285714
2009,LAS,1600.0,16.454545454545453
2009,LAS,1630.0,11.846153846153847
2009,LAS,1700.0,12.333333333333334
2009,LAS,1730.0,13.833333333333334
2009,LAS,1800.0,13.666666666666666
2009,LAS,1830.0,10.75
2009,LAS,1900.0,11.090909090909092
