origin,destination,count
ABQ,ATL,67
ABQ,AUS,92
ABQ,BWI,98
ABQ,DAL,284
ABQ,DEN,471
ABQ,DFW,426
ABQ,HOU,161
ABQ,IAH,193
ABQ,JFK,72
ABQ,LAS,248
ABQ,LAX,274
ABQ,MCI,59
ABQ,MCO,22
ABQ,MDW,106
ABQ,MSP,15
ABQ,OAK,139
ABQ,ORD,158
ABQ,PDX,5
ABQ,PHX,767
ABQ,SAN,110
ABQ,SAT,10
ABQ,SEA,55
ABQ,SFO,212
ABQ,SJC,7
ABQ,SLC,28
ABQ,SNA,4
ALB,ATL,109
ALB,BWI,234
ALB,CLT,155
ALB,DCA,196
ALB,DEN,92
ALB,DTW,109
ALB,EWR,24
ALB,FLL,149
ALB,IAD,11
ALB,LAS,7
ALB,MCO,227
ALB,MDW,128
ALB,MSP,30
ALB,ORD,444
ALB,PHL,110
ALB,RSW,10
ALB,TPA,89
ANC,ATL,23
ANC,DEN,67
ANC,DFW,45
ANC,EWR,4
ANC,HNL,46
ANC,IAH,15
ANC,KOA,8
ANC,LAS,2
ANC,LAX,29
ANC,MSP,55
ANC,OGG,10
ANC,ORD,94
ANC,PDX,90
ANC,PHX,22
ANC,SEA,571
ANC,SFO,14
ANC,SLC,2
ATL,ABQ,105
ATL,ALB,127
ATL,ANC,21
ATL,AUS,666
ATL,BDL,275
ATL,BHM,482
ATL,BNA,624
ATL,BOS,1540
ATL,BUF,172
ATL,BWI,1049
ATL,CHS,431
ATL,CLE,508
ATL,CLT,886
ATL,CMH,582
ATL,COS,110
ATL,CVG,288
ATL,DAL,625
ATL,DAY,138
ATL,DCA,1169
ATL,DEN,1018
ATL,DFW,1246
ATL,DSM,130
ATL,DTW,805
ATL,ELP,84
ATL,EWR,1900
ATL,FLL,1471
ATL,GRR,177
ATL,GSO,342
ATL,GSP,624
ATL,HNL,37
ATL,HOU,772
ATL,IAD,601
ATL,IAH,960
ATL,ICT,123
ATL,IND,610
ATL,JAX,882
ATL,JFK,744
ATL,LAS,771
ATL,LAX,1333
ATL,LEX,386
ATL,LGA,1972
ATL,LIT,307
ATL,MCI,564
ATL,MCO,1763
ATL,MDW,685
ATL,MEM,509
ATL,MIA,1113
ATL,MKE,387
ATL,MSN,124
ATL,MSP,684
ATL,MSY,994
ATL,MYR,150
ATL,OAK,89
ATL,OKC,208
ATL,OMA,218
ATL,ORD,1448
ATL,ORF,420
ATL,PBI,754
ATL,PDX,166
ATL,PHL,1218
ATL,PHX,645
ATL,PIT,458
ATL,PNS,326
ATL,PSP,2
ATL,PVD,160
ATL,PWM,110
ATL,RDU,935
ATL,RIC,691
ATL,RNO,4
ATL,ROC,128
ATL,RSW,562
ATL,SAN,334
ATL,SAT,518
ATL,SAV,422
ATL,SDF,344
ATL,SEA,562
ATL,SFO,728
ATL,SJC,146
ATL,SJU,257
ATL,SLC,511
ATL,SMF,145
ATL,SNA,186
ATL,STL,586
ATL,SYR,144
ATL,TPA,1256
ATL,TUL,191
ATL,TUS,109
ATL,TYS,456
ATL,XNA,361
AUS,ABQ,81
AUS,ATL,557
AUS,BNA,145
AUS,BOS,236
AUS,BUF,29
AUS,BWI,89
AUS,CHS,18
AUS,CLE,42
AUS,CLT,201
AUS,CMH,25
AUS,CVG,79
AUS,DAL,523
AUS,DCA,73
AUS,DEN,539
AUS,DFW,587
AUS,DTW,123
AUS,ELP,149
AUS,EWR,564
AUS,FLL,188
AUS,HOU,506
AUS,IAD,223
AUS,IAH,532
AUS,IND,57
AUS,JAX,22
AUS,JFK,402
AUS,LAS,372
AUS,LAX,513
AUS,LGB,108
AUS,MCI,73
AUS,MCO,268
AUS,MDW,171
AUS,MEM,18
AUS,MIA,111
AUS,MKE,25
AUS,MSP,156
AUS,MSY,195
AUS,OAK,51
AUS,OMA,11
AUS,ONT,51
AUS,ORD,402
AUS,PDX,72
AUS,PHL,168
AUS,PHX,524
AUS,PIT,12
AUS,PNS,4
AUS,PVD,11
AUS,RDU,82
AUS,RNO,32
AUS,SAN,237
AUS,SDF,12
AUS,SEA,228
AUS,SFO,530
AUS,SJC,273
AUS,SLC,118
AUS,SMF,55
AUS,SNA,23
AUS,STL,68
AUS,TPA,86
BDL,ATL,260
BDL,BWI,361
BDL,CLE,19
BDL,CLT,314
BDL,CVG,28
BDL,DCA,372
BDL,DEN,68
BDL,DFW,132
BDL,DTW,124
BDL,EWR,47
BDL,FLL,345
BDL,IAD,161
BDL,IAH,20
BDL,LAS,33
BDL,LAX,35
BDL,MCO,504
BDL,MDW,117
BDL,MIA,29
BDL,MSP,136
BDL,MYR,17
BDL,ORD,459
BDL,PBI,112
BDL,PHL,225
BDL,RDU,23
BDL,RSW,107
BDL,SFO,23
BDL,SJU,149
BDL,STL,9
BDL,TPA,239
BHM,ATL,565
BHM,BWI,36
BHM,CLT,382
BHM,DAL,109
BHM,DCA,111
BHM,DEN,55
BHM,DFW,385
BHM,DTW,35
BHM,FLL,0
BHM,HOU,94
BHM,IAH,262
BHM,LAS,36
BHM,LGA,123
BHM,MCO,171
BHM,MDW,130
BHM,MIA,98
BHM,ORD,330
BHM,PHL,179
BHM,TPA,156
BNA,ATL,599
BNA,AUS,150
BNA,BOS,579
BNA,BWI,377
BNA,CHS,47
BNA,CLE,174
BNA,CLT,515
BNA,CMH,146
BNA,CVG,48
BNA,DAL,315
BNA,DCA,606
BNA,DEN,463
BNA,DFW,551
BNA,DTW,346
BNA,EWR,515
BNA,FLL,286
BNA,HOU,237
BNA,IAD,178
BNA,IAH,398
BNA,JAX,198
BNA,JFK,274
BNA,LAS,197
BNA,LAX,398
BNA,LGA,1063
BNA,MCI,211
BNA,MCO,397
BNA,MDW,418
BNA,MIA,186
BNA,MKE,57
BNA,MSN,0
BNA,MSP,285
BNA,MSY,243
BNA,MYR,15
BNA,OAK,50
BNA,OKC,4
BNA,ORD,1033
BNA,PHL,400
BNA,PHX,187
BNA,PIT,63
BNA,PNS,155
BNA,RDU,311
BNA,RIC,21
BNA,RSW,30
BNA,SAN,118
BNA,SAT,113
BNA,SAV,11
BNA,SEA,110
BNA,SFO,287
BNA,SLC,39
BNA,STL,157
BNA,SYR,5
BNA,TPA,320
BOI,DAL,1
BOI,DEN,304
BOI,DFW,76
BOI,GEG,60
BOI,IAH,58
BOI,LAS,106
BOI,LAX,151
BOI,MDW,24
BOI,MSP,63
BOI,OAK,92
BOI,ORD,177
BOI,PDX,41
BOI,PHX,229
BOI,SAN,73
BOI,SEA,467
BOI,SFO,429
BOI,SJC,42
BOI,SLC,259
BOI,SMF,42
BOS,ATL,1466
BOS,AUS,246
BOS,BNA,570
BOS,BUF,539
BOS,BUR,23
BOS,BWI,1221
BOS,CHS,182
BOS,CLE,434
BOS,CLT,741
BOS,CMH,239
BOS,CVG,236
BOS,DAL,53
BOS,DCA,1577
BOS,DEN,591
BOS,DFW,594
BOS,DTW,685
BOS,EWR,1653
BOS,FLL,874
BOS,HOU,128
BOS,IAD,499
BOS,IAH,364
BOS,IND,273
BOS,JAX,400
BOS,JFK,1275
BOS,LAS,440
BOS,LAX,1059
BOS,LGA,2142
BOS,LGB,129
BOS,MCI,203
BOS,MCO,1040
BOS,MDW,256
BOS,MIA,461
BOS,MKE,213
BOS,MSN,1
BOS,MSP,569
BOS,MSY,271
BOS,MYR,44
BOS,OAK,33
BOS,ORD,1613
BOS,ORF,42
BOS,PBI,621
BOS,PDX,108
BOS,PHL,1526
BOS,PHX,458
BOS,PIT,754
BOS,RDU,752
BOS,RIC,392
BOS,ROC,130
BOS,RSW,651
BOS,SAN,201
BOS,SAV,108
BOS,SDF,1
BOS,SEA,496
BOS,SFO,1335
BOS,SJC,117
BOS,SJU,278
BOS,SLC,286
BOS,SMF,37
BOS,STL,192
BOS,SYR,203
BOS,TPA,671
BUF,ATL,195
BUF,AUS,19
BUF,BOS,482
BUF,BWI,224
BUF,CLT,137
BUF,DCA,106
BUF,DEN,51
BUF,DFW,0
BUF,DTW,131
BUF,EWR,332
BUF,FLL,134
BUF,IAD,120
BUF,JAX,13
BUF,JFK,666
BUF,LAS,68
BUF,LAX,87
BUF,LGA,312
BUF,MCO,393
BUF,MDW,180
BUF,MIA,7
BUF,MSP,38
BUF,ORD,524
BUF,PHL,88
BUF,PHX,84
BUF,RDU,20
BUF,RSW,31
BUF,TPA,133
BUR,BOS,16
BUR,DAL,72
BUR,DEN,265
BUR,HOU,14
BUR,JFK,101
BUR,LAS,637
BUR,MDW,12
BUR,OAK,735
BUR,PDX,82
BUR,PHX,669
BUR,SEA,208
BUR,SFO,984
BUR,SJC,549
BUR,SLC,120
BUR,SMF,445
BWI,ABQ,97
BWI,ALB,358
BWI,ATL,1160
BWI,AUS,134
BWI,BDL,437
BWI,BHM,69
BWI,BNA,369
BWI,BOS,1295
BWI,BUF,421
BWI,CHS,228
BWI,CLE,232
BWI,CLT,629
BWI,CMH,230
BWI,CVG,366
BWI,DAL,250
BWI,DEN,457
BWI,DFW,352
BWI,DTW,522
BWI,EWR,296
BWI,FLL,929
BWI,GRR,74
BWI,HOU,233
BWI,IAH,201
BWI,IND,186
BWI,JAX,224
BWI,JFK,320
BWI,LAS,321
BWI,LAX,340
BWI,MCI,179
BWI,MCO,855
BWI,MDW,454
BWI,MEM,90
BWI,MIA,207
BWI,MKE,142
BWI,MSP,288
BWI,MSY,320
BWI,MYR,41
BWI,OAK,145
BWI,OKC,79
BWI,ORD,598
BWI,ORF,272
BWI,PBI,246
BWI,PDX,29
BWI,PHL,50
BWI,PHX,306
BWI,PIT,177
BWI,PVD,474
BWI,PWM,213
BWI,RDU,567
BWI,ROC,227
BWI,RSW,291
BWI,SAN,298
BWI,SAT,153
BWI,SAV,14
BWI,SDF,198
BWI,SEA,208
BWI,SFO,215
BWI,SJC,59
BWI,SJU,115
BWI,SLC,144
BWI,SMF,61
BWI,STL,223
BWI,TPA,511
BWI,TUL,8
BWI,TYS,10
CHS,ATL,367
CHS,AUS,20
CHS,BNA,78
CHS,BOS,273
CHS,BWI,167
CHS,CLE,0
CHS,CLT,419
CHS,CVG,26
CHS,DAL,24
CHS,DCA,357
CHS,DEN,73
CHS,DFW,129
CHS,DTW,1
CHS,EWR,321
CHS,FLL,29
CHS,HOU,48
CHS,IAD,174
CHS,IAH,111
CHS,IND,16
CHS,JFK,328
CHS,LGA,217
CHS,MDW,76
CHS,MIA,137
CHS,MSP,6
CHS,ORD,261
CHS,PHL,152
CHS,PIT,22
CHS,SEA,28
CHS,STL,8
CLE,ATL,515
CLE,AUS,34
CLE,BDL,43
CLE,BNA,109
CLE,BOS,454
CLE,BWI,146
CLE,CHS,2
CLE,CLT,272
CLE,DCA,337
CLE,DEN,178
CLE,DFW,308
CLE,DTW,140
CLE,EWR,558
CLE,FLL,133
CLE,IAD,132
CLE,IAH,337
CLE,JAX,22
CLE,JFK,363
CLE,LAS,209
CLE,LAX,73
CLE,LGA,1214
CLE,MCO,219
CLE,MDW,294
CLE,MIA,200
CLE,MKE,114
CLE,MSN,0
CLE,MSP,213
CLE,MSY,30
CLE,MYR,21
CLE,ORD,873
CLE,PBI,4
CLE,PDX,12
CLE,PHL,176
CLE,PHX,111
CLE,RDU,58
CLE,RSW,98
CLE,SAN,28
CLE,SAT,8
CLE,SAV,21
CLE,SEA,21
CLE,SFO,110
CLE,SLC,7
CLE,STL,92
CLE,TPA,70
CLT,ALB,181
CLT,ATL,993
CLT,AUS,358
CLT,BDL,425
CLT,BHM,484
CLT,BNA,591
CLT,BOS,934
CLT,BUF,194
CLT,BWI,717
CLT,CHS,573
CLT,CLE,395
CLT,CMH,481
CLT,CVG,636
CLT,DAL,99
CLT,DAY,541
CLT,DCA,602
CLT,DEN,596
CLT,DFW,721
CLT,DSM,177
CLT,DTW,541
CLT,EWR,1283
CLT,FLL,531
CLT,GRR,158
CLT,GSO,648
CLT,GSP,542
CLT,HOU,136
CLT,IAD,812
CLT,IAH,824
CLT,IND,502
CLT,JAX,490
CLT,JFK,988
CLT,LAS,408
CLT,LAX,401
CLT,LEX,383
CLT,LGA,1365
CLT,LIT,237
CLT,MCI,233
CLT,MCO,787
CLT,MDW,175
CLT,MEM,378
CLT,MIA,605
CLT,MKE,356
CLT,MSN,183
CLT,MSP,374
CLT,MSY,506
CLT,MYR,547
CLT,OKC,161
CLT,OMA,201
CLT,ORD,1085
CLT,ORF,624
CLT,PBI,373
CLT,PDX,95
CLT,PHL,786
CLT,PHX,636
CLT,PIT,511
CLT,PNS,275
CLT,PVD,407
CLT,PWM,145
CLT,RDU,543
CLT,RIC,642
CLT,ROC,221
CLT,RSW,295
CLT,SAN,256
CLT,SAT,331
CLT,SAV,584
CLT,SDF,496
CLT,SEA,306
CLT,SFO,491
CLT,SJC,50
CLT,SJU,119
CLT,SLC,123
CLT,SMF,97
CLT,STL,375
CLT,SYR,229
CLT,TPA,662
CLT,TUL,162
CLT,TUS,46
CLT,TYS,567
CLT,XNA,246
CMH,ATL,494
CMH,AUS,32
CMH,BNA,104
CMH,BOS,291
CMH,BWI,156
CMH,CLT,423
CMH,DAL,70
CMH,DCA,334
CMH,DEN,171
CMH,DFW,318
CMH,DTW,245
CMH,EWR,629
CMH,FLL,69
CMH,HOU,16
CMH,IAD,180
CMH,IAH,213
CMH,JFK,286
CMH,LAS,155
CMH,LAX,86
CMH,LGA,972
CMH,MCO,312
CMH,MDW,322
CMH,MIA,299
CMH,MSP,145
CMH,MSY,32
CMH,MYR,14
CMH,OAK,60
CMH,ORD,1042
CMH,PBI,2
CMH,PHL,300
CMH,PHX,218
CMH,RDU,40
CMH,RSW,156
CMH,SAT,4
CMH,STL,108
CMH,TPA,173
COS,ATL,51
COS,DEN,358
COS,DFW,311
COS,IAD,26
COS,IAH,196
COS,LAS,96
COS,LAX,181
COS,MCO,82
COS,MSP,18
COS,ORD,444
COS,PHX,131
COS,RSW,10
COS,SAN,35
COS,SAT,33
COS,SEA,16
COS,SLC,62
COS,TPA,9
CVG,ATL,376
CVG,AUS,50
CVG,BDL,27
CVG,BNA,28
CVG,BOS,260
CVG,BWI,312
CVG,CHS,16
CVG,CLE,0
CVG,CLT,643
CVG,DCA,358
CVG,DEN,239
CVG,DFW,448
CVG,DTW,173
CVG,EWR,758
CVG,FLL,124
CVG,IAD,226
CVG,IAH,323
CVG,JAX,53
CVG,JFK,162
CVG,LAS,158
CVG,LAX,163
CVG,LGA,767
CVG,MCI,82
CVG,MCO,141
CVG,MDW,302
CVG,MIA,159
CVG,MKE,62
CVG,MSP,264
CVG,MSY,34
CVG,MYR,23
CVG,ORD,1229
CVG,PHL,618
CVG,PHX,42
CVG,PVD,9
CVG,RDU,193
CVG,RSW,75
CVG,SAN,47
CVG,SAT,32
CVG,SAV,22
CVG,SEA,17
CVG,SFO,127
CVG,SJC,17
CVG,SJU,1
CVG,SLC,44
CVG,STL,35
CVG,TPA,74
CVG,XNA,30
DAL,ABQ,414
DAL,ATL,647
DAL,AUS,757
DAL,BHM,195
DAL,BNA,314
DAL,BOI,2
DAL,BOS,54
DAL,BUR,93
DAL,BWI,286
DAL,CHS,21
DAL,CLT,112
DAL,CMH,125
DAL,DCA,584
DAL,DEN,597
DAL,DTW,97
DAL,ELP,321
DAL,FLL,206
DAL,GSP,1
DAL,HOU,1755
DAL,IND,124
DAL,JAX,9
DAL,LAS,331
DAL,LAX,458
DAL,LGA,697
DAL,LIT,272
DAL,MCI,476
DAL,MCO,322
DAL,MDW,614
DAL,MEM,156
DAL,MKE,22
DAL,MSP,1
DAL,MSY,544
DAL,OAK,135
DAL,OKC,302
DAL,OMA,80
DAL,ONT,138
DAL,PDX,223
DAL,PHL,108
DAL,PHX,552
DAL,PIT,82
DAL,PNS,11
DAL,RDU,89
DAL,RNO,19
DAL,SAN,347
DAL,SAT,791
DAL,SEA,375
DAL,SFO,493
DAL,SJC,185
DAL,SLC,81
DAL,SMF,114
DAL,SNA,76
DAL,STL,457
DAL,TPA,213
DAL,TUL,361
DAY,ATL,177
DAY,CLT,349
DAY,DCA,316
DAY,DEN,21
DAY,DFW,207
DAY,DTW,174
DAY,EWR,201
DAY,IAD,1
DAY,IAH,42
DAY,LGA,267
DAY,MSP,200
DAY,MYR,2
DAY,ORD,431
DAY,PHL,328
DCA,ALB,235
DCA,ATL,1187
DCA,AUS,84
DCA,BDL,383
DCA,BHM,153
DCA,BNA,492
DCA,BOS,1745
DCA,BUF,107
DCA,CHS,413
DCA,CLE,291
DCA,CLT,428
DCA,CMH,376
DCA,CVG,331
DCA,DAL,420
DCA,DAY,315
DCA,DEN,303
DCA,DFW,564
DCA,DSM,107
DCA,DTW,444
DCA,EWR,937
DCA,FLL,609
DCA,GRR,63
DCA,GSO,269
DCA,GSP,214
DCA,HOU,179
DCA,IAH,472
DCA,IND,378
DCA,JAX,304
DCA,JFK,497
DCA,LAS,49
DCA,LAX,193
DCA,LEX,71
DCA,LGA,1659
DCA,LIT,70
DCA,MCI,230
DCA,MCO,782
DCA,MDW,405
DCA,MEM,147
DCA,MIA,567
DCA,MKE,133
DCA,MSN,63
DCA,MSP,419
DCA,MSY,421
DCA,MYR,27
DCA,OKC,20
DCA,OMA,116
DCA,ORD,1292
DCA,ORF,284
DCA,PBI,197
DCA,PDX,54
DCA,PHL,195
DCA,PHX,182
DCA,PIT,205
DCA,PNS,111
DCA,PVD,408
DCA,PWM,261
DCA,RDU,266
DCA,ROC,96
DCA,RSW,183
DCA,SAV,175
DCA,SDF,228
DCA,SEA,76
DCA,SFO,154
DCA,SJU,58
DCA,SLC,53
DCA,STL,332
DCA,SYR,234
DCA,TPA,444
DCA,TYS,211
DCA,XNA,63
DEN,ABQ,535
DEN,ALB,92
DEN,ANC,82
DEN,ATL,864
DEN,AUS,657
DEN,BDL,205
DEN,BHM,46
DEN,BNA,493
DEN,BOI,415
DEN,BOS,762
DEN,BUF,41
DEN,BUR,278
DEN,BWI,505
DEN,CHS,50
DEN,CLE,345
DEN,CLT,509
DEN,CMH,292
DEN,COS,521
DEN,CVG,260
DEN,DAL,508
DEN,DAY,18
DEN,DCA,401
DEN,DFW,1292
DEN,DSM,218
DEN,DTW,564
DEN,ELP,142
DEN,EWR,1132
DEN,FAT,270
DEN,FLL,319
DEN,GEG,304
DEN,GRR,213
DEN,GSO,11
DEN,GSP,11
DEN,HNL,47
DEN,HOU,454
DEN,IAD,673
DEN,IAH,831
DEN,ICT,161
DEN,IND,366
DEN,JAX,222
DEN,JFK,296
DEN,KOA,52
DEN,LAS,1340
DEN,LAX,1399
DEN,LGA,966
DEN,LGB,18
DEN,LIH,50
DEN,LIT,137
DEN,MCI,683
DEN,MCO,647
DEN,MDW,614
DEN,MEM,122
DEN,MIA,349
DEN,MKE,494
DEN,MSN,155
DEN,MSP,1035
DEN,MSY,286
DEN,MYR,11
DEN,OAK,283
DEN,OGG,48
DEN,OKC,525
DEN,OMA,447
DEN,ONT,311
DEN,ORD,1262
DEN,ORF,69
DEN,PDX,663
DEN,PHL,622
DEN,PHX,1653
DEN,PIT,241
DEN,PNS,41
DEN,PSP,251
DEN,PVD,69
DEN,PWM,9
DEN,RDU,371
DEN,RIC,100
DEN,RNO,315
DEN,RSW,106
DEN,SAN,741
DEN,SAT,392
DEN,SAV,16
DEN,SDF,132
DEN,SEA,1337
DEN,SFO,1735
DEN,SJC,427
DEN,SLC,1451
DEN,SMF,542
DEN,SNA,555
DEN,STL,487
DEN,SYR,10
DEN,TPA,468
DEN,TUL,405
DEN,TUS,403
DEN,TYS,43
DEN,XNA,73
DFW,ABQ,671
DFW,ANC,55
DFW,ATL,1358
DFW,AUS,885
DFW,BDL,170
DFW,BHM,418
DFW,BNA,574
DFW,BOI,114
DFW,BOS,859
DFW,BUF,2
DFW,BWI,379
DFW,CHS,173
DFW,CLE,413
DFW,CLT,781
DFW,CMH,358
DFW,COS,398
DFW,CVG,424
DFW,DAY,177
DFW,DCA,667
DFW,DEN,1222
DFW,DSM,294
DFW,DTW,820
DFW,ELP,766
DFW,EWR,1033
DFW,FAT,196
DFW,FLL,594
DFW,GEG,117
DFW,GRR,181
DFW,GSO,114
DFW,GSP,191
DFW,HNL,152
DFW,HOU,687
DFW,IAD,559
DFW,IAH,1345
DFW,ICT,520
DFW,IND,458
DFW,JAX,433
DFW,JFK,353
DFW,KOA,35
DFW,LAS,1008
DFW,LAX,1262
DFW,LEX,121
DFW,LGA,1456
DFW,LIH,14
DFW,LIT,417
DFW,MCI,534
DFW,MCO,996
DFW,MEM,517
DFW,MIA,940
DFW,MKE,322
DFW,MSN,129
DFW,MSP,850
DFW,MSY,649
DFW,MYR,10
DFW,OAK,125
DFW,OGG,117
DFW,OKC,716
DFW,OMA,309
DFW,ONT,446
DFW,ORD,1637
DFW,ORF,210
DFW,PBI,191
DFW,PDX,439
DFW,PHL,934
DFW,PHX,1171
DFW,PIT,372
DFW,PNS,320
DFW,PSP,191
DFW,RDU,450
DFW,RIC,209
DFW,RNO,185
DFW,RSW,246
DFW,SAN,768
DFW,SAT,947
DFW,SAV,185
DFW,SDF,563
DFW,SEA,1071
DFW,SFO,1200
DFW,SJC,345
DFW,SJU,181
DFW,SLC,711
DFW,SMF,412
DFW,SNA,607
DFW,STL,583
DFW,TPA,601
DFW,TUL,716
DFW,TUS,547
DFW,TYS,385
DFW,XNA,484
DSM,ATL,155
DSM,CLT,166
DSM,DCA,43
DSM,DEN,207
DSM,DFW,233
DSM,DTW,119
DSM,EWR,36
DSM,IAH,115
DSM,LAS,110
DSM,LAX,3
DSM,LGA,60
DSM,LIT,0
DSM,MCO,62
DSM,MSP,218
DSM,ORD,608
DSM,PHL,93
DSM,PHX,115
DSM,SFO,37
DSM,SLC,39
DSM,STL,94
DTW,ALB,136
DTW,ATL,751
DTW,AUS,171
DTW,BDL,159
DTW,BHM,35
DTW,BNA,358
DTW,BOS,709
DTW,BUF,146
DTW,BWI,456
DTW,CHS,5
DTW,CLE,185
DTW,CLT,514
DTW,CMH,264
DTW,CVG,185
DTW,DAL,84
DTW,DAY,167
DTW,DCA,526
DTW,DEN,386
DTW,DFW,761
DTW,DSM,171
DTW,EWR,1286
DTW,FLL,319
DTW,GRR,257
DTW,GSO,161
DTW,GSP,117
DTW,IAD,361
DTW,IAH,788
DTW,IND,296
DTW,JAX,74
DTW,JFK,243
DTW,LAS,360
DTW,LAX,393
DTW,LEX,183
DTW,LGA,1064
DTW,LIT,53
DTW,MCI,167
DTW,MCO,643
DTW,MDW,443
DTW,MEM,82
DTW,MIA,275
DTW,MKE,329
DTW,MSN,184
DTW,MSP,286
DTW,MSY,185
DTW,MYR,60
DTW,OAK,27
DTW,OKC,119
DTW,OMA,69
DTW,ORD,1434
DTW,ORF,127
DTW,PBI,36
DTW,PDX,68
DTW,PHL,560
DTW,PHX,311
DTW,PIT,217
DTW,PVD,143
DTW,PWM,120
DTW,RDU,176
DTW,RIC,155
DTW,ROC,152
DTW,RSW,244
DTW,SAN,94
DTW,SAT,118
DTW,SAV,37
DTW,SDF,170
DTW,SEA,382
DTW,SFO,377
DTW,SJC,2
DTW,SLC,149
DTW,SNA,35
DTW,STL,186
DTW,SYR,165
DTW,TPA,313
DTW,TUL,64
DTW,TYS,187
ELP,ATL,75
ELP,AUS,109
ELP,DAL,189
ELP,DEN,134
ELP,DFW,574
ELP,HOU,161
ELP,IAH,222
ELP,LAS,162
ELP,LAX,148
ELP,OKC,1
ELP,ORD,278
ELP,PHX,613
ELP,SAN,12
ELP,SAT,114
ELP,SLC,7
EWR,ALB,15
EWR,ANC,4
EWR,ATL,1344
EWR,AUS,365
EWR,BDL,83
EWR,BNA,371
EWR,BOS,1439
EWR,BUF,265
EWR,BWI,151
EWR,CHS,242
EWR,CLE,545
EWR,CLT,790
EWR,CMH,381
EWR,CVG,641
EWR,DAY,152
EWR,DCA,656
EWR,DEN,747
EWR,DFW,696
EWR,DSM,77
EWR,DTW,833
EWR,FLL,1673
EWR,GRR,166
EWR,GSO,147
EWR,GSP,167
EWR,HNL,49
EWR,IAD,165
EWR,IAH,848
EWR,IND,624
EWR,JAX,288
EWR,LAS,554
EWR,LAX,1079
EWR,LEX,48
EWR,MCI,224
EWR,MCO,2031
EWR,MDW,593
EWR,MEM,143
EWR,MIA,675
EWR,MKE,259
EWR,MSN,191
EWR,MSP,721
EWR,MSY,296
EWR,MYR,84
EWR,OAK,65
EWR,OKC,87
EWR,OMA,125
EWR,ORD,1282
EWR,ORF,208
EWR,PBI,1082
EWR,PDX,268
EWR,PHX,614
EWR,PIT,595
EWR,PSP,2
EWR,PVD,201
EWR,PWM,287
EWR,RDU,722
EWR,RIC,357
EWR,ROC,246
EWR,RSW,572
EWR,SAN,393
EWR,SAT,109
EWR,SAV,229
EWR,SDF,295
EWR,SEA,415
EWR,SFO,1536
EWR,SJC,172
EWR,SJU,397
EWR,SLC,156
EWR,SMF,70
EWR,SNA,141
EWR,STL,466
EWR,SYR,171
EWR,TPA,693
EWR,TYS,179
EWR,XNA,121
FAT,DEN,252
FAT,DFW,124
FAT,LAS,119
FAT,LAX,468
FAT,ORD,27
FAT,PDX,27
FAT,PHX,295
FAT,SAN,88
FAT,SEA,76
FAT,SFO,420
FAT,SLC,83
FLL,ALB,147
FLL,ATL,1419
FLL,AUS,250
FLL,BDL,345
FLL,BHM,1
FLL,BNA,286
FLL,BOS,872
FLL,BUF,164
FLL,BWI,893
FLL,CHS,107
FLL,CLE,208
FLL,CLT,337
FLL,CMH,137
FLL,CVG,122
FLL,DAL,175
FLL,DCA,629
FLL,DEN,271
FLL,DFW,512
FLL,DTW,382
FLL,EWR,1854
FLL,GRR,8
FLL,GSO,6
FLL,GSP,47
FLL,HOU,167
FLL,IAD,167
FLL,IAH,307
FLL,IND,163
FLL,JAX,431
FLL,JFK,1024
FLL,LAS,226
FLL,LAX,394
FLL,LEX,26
FLL,LGA,1296
FLL,LGB,118
FLL,MCI,98
FLL,MCO,453
FLL,MDW,223
FLL,MEM,32
FLL,MKE,47
FLL,MSP,88
FLL,MSY,283
FLL,MYR,59
FLL,OKC,0
FLL,ORD,638
FLL,ORF,28
FLL,PHL,656
FLL,PHX,83
FLL,PIT,289
FLL,PVD,225
FLL,RDU,451
FLL,RIC,273
FLL,SAN,96
FLL,SAT,25
FLL,SDF,31
FLL,SEA,93
FLL,SFO,288
FLL,SJU,861
FLL,SLC,95
FLL,STL,126
FLL,SYR,68
FLL,TPA,420
FLL,TYS,80
GEG,BOI,79
GEG,DEN,183
GEG,DFW,80
GEG,LAS,97
GEG,LAX,1
GEG,MDW,14
GEG,MSP,67
GEG,OAK,77
GEG,ORD,46
GEG,PDX,1
GEG,PHX,122
GEG,SAN,23
GEG,SEA,527
GEG,SFO,179
GEG,SJC,29
GEG,SLC,83
GEG,SMF,55
GRR,ATL,181
GRR,BWI,98
GRR,CLT,123
GRR,DCA,68
GRR,DEN,139
GRR,DFW,161
GRR,DTW,226
GRR,EWR,225
GRR,FLL,13
GRR,IAD,2
GRR,IAH,98
GRR,LAS,35
GRR,LGA,164
GRR,MCO,97
GRR,MDW,184
GRR,MIA,1
GRR,MSP,179
GRR,ORD,872
GRR,PHL,62
GRR,PHX,7
GRR,RSW,39
GRR,TPA,22
GSO,ATL,276
GSO,CLT,477
GSO,DCA,207
GSO,DEN,16
GSO,DFW,91
GSO,DTW,129
GSO,EWR,222
GSO,FLL,9
GSO,IAD,2
GSO,LGA,539
GSO,MCO,12
GSO,MIA,48
GSO,ORD,128
GSO,PHL,92
GSO,TPA,6
GSP,ATL,484
GSP,CLT,378
GSP,DAL,1
GSP,DCA,155
GSP,DEN,7
GSP,DFW,109
GSP,DTW,55
GSP,EWR,120
GSP,FLL,51
GSP,IAD,35
GSP,IAH,104
GSP,LAS,21
GSP,LGA,91
GSP,MCO,12
GSP,MIA,7
