origin,destination,count
SAT,CLE,6
SAT,CLT,178
SAT,CMH,5
SAT,COS,37
SAT,CVG,33
SAT,DAL,583
SAT,DEN,258
SAT,DFW,658
SAT,DTW,76
SAT,ELP,143
SAT,EWR,78
SAT,FLL,19
SAT,HOU,523
SAT,IAD,182
SAT,IAH,412
SAT,JAX,9
SAT,JFK,27
SAT,LAS,271
SAT,LAX,170
SAT,LGA,1
SAT,MCI,48
SAT,MCO,124
SAT,MDW,149
SAT,MEM,2
SAT,MIA,35
SAT,MSP,121
SAT,MSY,143
SAT,OAK,13
SAT,OKC,10
SAT,OMA,7
SAT,ONT,44
SAT,ORD,358
SAT,PHL,60
SAT,PHX,402
SAT,RDU,37
SAT,SAN,137
SAT,SEA,55
SAT,SFO,34
SAT,SJC,29
SAT,SLC,74
SAT,SNA,25
SAT,STL,78
SAT,TPA,56
SAT,TUL,7
SAV,ATL,400
SAV,BNA,14
SAV,BOS,134
SAV,BWI,17
SAV,CLE,30
SAV,CLT,403
SAV,CVG,28
SAV,DCA,131
SAV,DEN,24
SAV,DFW,128
SAV,DTW,17
SAV,EWR,269
SAV,IAD,91
SAV,IAH,92
SAV,IND,23
SAV,JFK,297
SAV,LEX,8
SAV,LGA,180
SAV,MIA,14
SAV,MSP,6
SAV,ORD,213
SAV,PHL,132
SAV,PIT,20
SAV,SDF,22
SDF,ATL,365
SDF,AUS,22
SDF,BOS,0
SDF,BWI,197
SDF,CLT,405
SDF,DCA,213
SDF,DEN,66
SDF,DFW,570
SDF,DTW,163
SDF,EWR,240
SDF,FLL,44
SDF,HOU,15
SDF,IAD,16
SDF,IAH,259
SDF,JAX,5
SDF,LAS,96
SDF,LAX,0
SDF,LGA,364
SDF,MCO,62
SDF,MDW,152
SDF,MIA,45
SDF,MSP,102
SDF,MYR,5
SDF,ORD,476
SDF,PHL,134
SDF,PHX,123
SDF,SAV,16
SDF,SFO,1
SDF,TPA,46
SEA,ABQ,27
SEA,ANC,1119
SEA,ATL,485
SEA,AUS,218
SEA,BNA,127
SEA,BOI,408
SEA,BOS,463
SEA,BUR,182
SEA,BWI,161
SEA,CHS,14
SEA,CLE,9
SEA,CLT,130
SEA,COS,20
SEA,CVG,27
SEA,DAL,222
SEA,DCA,125
SEA,DEN,1110
SEA,DFW,692
SEA,DTW,291
SEA,EWR,582
SEA,FAT,75
SEA,FLL,77
SEA,GEG,483
SEA,HNL,309
SEA,HOU,16
SEA,IAD,238
SEA,IAH,384
SEA,ICT,46
SEA,IND,39
SEA,JFK,728
SEA,KOA,169
SEA,LAS,962
SEA,LAX,1484
SEA,LGB,156
SEA,LIH,124
SEA,MCI,181
SEA,MCO,196
SEA,MDW,197
SEA,MIA,88
SEA,MKE,156
SEA,MSN,1
SEA,MSP,447
SEA,MSY,54
SEA,OAK,573
SEA,OGG,284
SEA,OKC,4
SEA,OMA,37
SEA,ONT,105
SEA,ORD,1216
SEA,PDX,637
SEA,PHL,182
SEA,PHX,876
SEA,PIT,9
SEA,PSP,113
SEA,RDU,118
SEA,RNO,39
SEA,SAN,600
SEA,SAT,57
SEA,SFO,2318
SEA,SJC,688
SEA,SLC,468
SEA,SMF,652
SEA,SNA,243
SEA,STL,136
SEA,TPA,59
SEA,TUS,45
SFO,ABQ,205
SFO,ANC,16
SFO,ATL,572
SFO,AUS,507
SFO,BDL,25
SFO,BNA,243
SFO,BOI,378
SFO,BOS,1392
SFO,BUR,768
SFO,BWI,202
SFO,CLE,144
SFO,CLT,301
SFO,CVG,105
SFO,DAL,418
SFO,DCA,181
SFO,DEN,1347
SFO,DFW,914
SFO,DSM,42
SFO,DTW,279
SFO,EWR,1752
SFO,FAT,338
SFO,FLL,301
SFO,GEG,179
SFO,HNL,570
SFO,IAD,764
SFO,IAH,640
SFO,IND,175
SFO,JFK,1792
SFO,KOA,260
SFO,LAS,1717
SFO,LAX,3762
SFO,LGB,336
SFO,LIH,103
SFO,MCI,220
SFO,MCO,283
SFO,MDW,144
SFO,MIA,335
SFO,MKE,20
SFO,MSN,20
SFO,MSP,387
SFO,MSY,124
SFO,OGG,471
SFO,OKC,101
SFO,OMA,79
SFO,ONT,362
SFO,ORD,1532
SFO,PDX,1174
SFO,PHL,561
SFO,PHX,1140
SFO,PIT,68
SFO,PSP,557
SFO,RDU,218
SFO,RNO,430
SFO,SAN,1677
SFO,SAT,87
SFO,SDF,1
SFO,SEA,2666
SFO,SLC,837
SFO,SMF,378
SFO,SNA,634
SFO,STL,226
SFO,TPA,99
SFO,TUS,185
SFO,XNA,89
SJC,ABQ,11
SJC,ATL,125
SJC,AUS,241
SJC,BOI,70
SJC,BOS,112
SJC,BUR,585
SJC,BWI,30
SJC,CLT,38
SJC,CVG,34
SJC,DAL,219
SJC,DEN,408
SJC,DFW,240
SJC,DTW,4
SJC,EWR,183
SJC,GEG,71
SJC,HNL,115
SJC,HOU,49
SJC,IAH,48
SJC,JFK,147
SJC,KOA,18
SJC,LAS,647
SJC,LAX,1046
SJC,LGB,180
SJC,LIH,35
SJC,MCI,9
SJC,MCO,86
SJC,MDW,82
SJC,MSP,41
SJC,MSY,2
SJC,OGG,105
SJC,ONT,281
SJC,ORD,189
SJC,PDX,445
SJC,PHX,598
SJC,RNO,123
SJC,SAN,818
SJC,SAT,22
SJC,SEA,896
SJC,SLC,204
SJC,SNA,654
SJC,STL,32
SJC,TUL,26
SJC,TUS,51
SJU,ATL,133
SJU,BDL,152
SJU,BOS,304
SJU,BWI,106
SJU,CLT,103
SJU,CVG,1
SJU,DCA,111
SJU,DFW,75
SJU,EWR,363
SJU,FLL,648
SJU,HOU,23
SJU,IAD,39
SJU,IAH,78
SJU,JFK,445
SJU,MCO,934
SJU,MDW,54
SJU,MIA,392
SJU,MSP,1
SJU,ORD,135
SJU,PHL,264
SJU,PIT,2
SJU,RDU,33
SJU,TPA,214
SLC,ABQ,58
SLC,ANC,7
SLC,ATL,443
SLC,AUS,121
SLC,BNA,36
SLC,BOI,252
SLC,BOS,233
SLC,BUR,179
SLC,BWI,135
SLC,CLE,25
SLC,CLT,95
SLC,COS,77
SLC,CVG,67
SLC,DAL,49
SLC,DCA,40
SLC,DEN,1156
SLC,DFW,564
SLC,DSM,54
SLC,DTW,172
SLC,ELP,12
SLC,EWR,305
SLC,FAT,81
SLC,FLL,130
SLC,GEG,114
SLC,HNL,66
SLC,HOU,12
SLC,IAD,50
SLC,IAH,425
SLC,IND,46
SLC,JFK,383
SLC,LAS,487
SLC,LAX,878
SLC,LGB,423
SLC,MCI,113
SLC,MCO,253
SLC,MDW,127
SLC,MIA,10
SLC,MKE,59
SLC,MSN,53
SLC,MSP,210
SLC,MSY,30
SLC,OAK,233
SLC,OGG,22
SLC,OKC,100
SLC,OMA,76
SLC,ONT,92
SLC,ORD,740
SLC,PDX,301
SLC,PHL,72
SLC,PHX,764
SLC,PIT,24
SLC,PSP,103
SLC,RDU,41
SLC,RNO,164
SLC,RSW,2
SLC,SAN,286
SLC,SAT,102
SLC,SEA,718
SLC,SFO,915
SLC,SJC,240
SLC,SMF,209
SLC,SNA,168
SLC,STL,134
SLC,TPA,48
SLC,TUL,48
SLC,TUS,104
SMF,ATL,86
SMF,AUS,20
SMF,BOI,68
SMF,BOS,32
SMF,BUR,433
SMF,BWI,22
SMF,CLT,38
SMF,DAL,39
SMF,DEN,326
SMF,DFW,246
SMF,EWR,45
SMF,GEG,59
SMF,HNL,32
SMF,HOU,1
SMF,IAD,52
SMF,IAH,100
SMF,JFK,55
SMF,KOA,0
SMF,LAS,413
SMF,LAX,837
SMF,LGB,285
SMF,MCO,34
SMF,MDW,33
SMF,MSP,67
SMF,MSY,3
SMF,OGG,18
SMF,ONT,340
SMF,ORD,151
SMF,PDX,253
SMF,PHX,574
SMF,SAN,597
SMF,SEA,807
SMF,SFO,475
SMF,SLC,171
SMF,SNA,298
SMF,STL,21
SNA,ABQ,9
SNA,ATL,177
SNA,AUS,17
SNA,DAL,54
SNA,DEN,544
SNA,DFW,486
SNA,DTW,55
SNA,EWR,115
SNA,HOU,52
SNA,IAH,219
SNA,JFK,14
SNA,LAS,522
SNA,MDW,33
SNA,MSP,122
SNA,OAK,399
SNA,ORD,341
SNA,PDX,119
SNA,PHX,712
SNA,SAT,19
SNA,SEA,343
SNA,SFO,1006
SNA,SJC,487
SNA,SLC,190
SNA,SMF,332
STL,ATL,606
STL,AUS,124
STL,BDL,30
STL,BNA,186
STL,BOS,243
STL,BWI,294
STL,CHS,27
STL,CLE,128
STL,CLT,328
STL,CMH,166
STL,CVG,37
STL,DAL,470
STL,DCA,392
STL,DEN,550
STL,DFW,501
STL,DSM,151
STL,DTW,212
STL,EWR,619
STL,FLL,136
STL,HOU,254
STL,IAD,5
STL,IAH,374
STL,ICT,157
STL,JAX,16
STL,LAS,294
STL,LAX,300
STL,LGA,996
STL,LIT,150
STL,MCI,237
STL,MCO,401
STL,MDW,445
STL,MIA,152
STL,MKE,90
STL,MSN,0
STL,MSP,383
STL,MSY,150
STL,OAK,40
STL,OKC,134
STL,OMA,186
STL,ORD,451
STL,PBI,6
STL,PDX,61
STL,PHL,483
STL,PHX,352
STL,PIT,80
STL,PNS,2
STL,RDU,134
STL,RSW,122
STL,SAN,172
STL,SAT,130
STL,SEA,183
STL,SFO,240
STL,SJC,45
STL,SLC,102
STL,SMF,57
STL,TPA,148
STL,TUL,169
SYR,ATL,152
SYR,BNA,5
SYR,BOS,128
SYR,CLT,173
SYR,DCA,213
SYR,DEN,28
SYR,DTW,161
SYR,EWR,155
SYR,FLL,65
SYR,IAD,50
SYR,JFK,339
SYR,LGA,288
SYR,MCO,76
SYR,MSP,17
SYR,MYR,9
SYR,ORD,518
SYR,PHL,74
SYR,RDU,4
SYR,RSW,4
SYR,TPA,11
TPA,ALB,63
TPA,ATL,1106
TPA,AUS,85
TPA,BDL,296
TPA,BHM,107
TPA,BNA,244
TPA,BOS,591
TPA,BUF,132
TPA,BWI,475
TPA,CLE,80
TPA,CLT,461
TPA,CMH,144
TPA,COS,12
TPA,CVG,83
TPA,DAL,165
TPA,DCA,504
TPA,DEN,407
TPA,DFW,488
TPA,DTW,253
TPA,EWR,826
TPA,FLL,391
TPA,GRR,25
TPA,GSO,7
TPA,GSP,1
TPA,HOU,169
TPA,IAD,157
TPA,IAH,359
TPA,IND,188
TPA,JFK,540
TPA,LAS,235
TPA,LAX,138
TPA,LGA,408
TPA,MCI,92
TPA,MCO,0
TPA,MDW,321
TPA,MEM,91
TPA,MIA,399
TPA,MKE,139
TPA,MSP,171
TPA,MSY,247
TPA,OMA,2
TPA,ORD,537
TPA,ORF,3
TPA,PHL,631
TPA,PHX,263
TPA,PIT,164
TPA,PVD,160
TPA,PWM,2
TPA,RDU,288
TPA,ROC,39
TPA,SAN,67
TPA,SAT,83
TPA,SDF,65
TPA,SEA,74
TPA,SFO,48
TPA,SJU,379
TPA,SLC,18
TPA,STL,148
TPA,SYR,8
TUL,ATL,200
TUL,BWI,11
TUL,CLT,80
TUL,DAL,261
TUL,DEN,286
TUL,DFW,531
TUL,DTW,21
TUL,HOU,156
TUL,IAD,25
TUL,IAH,329
TUL,LAS,83
TUL,LAX,21
TUL,MCO,24
TUL,MIA,7
TUL,MSP,66
TUL,OKC,1
TUL,ORD,297
TUL,PHX,95
TUL,SAN,23
TUL,SAT,11
TUL,SJC,23
TUL,SLC,39
TUL,STL,113
TUS,ATL,40
TUS,CLT,47
TUS,DEN,284
TUS,DFW,324
TUS,HOU,0
TUS,IAH,145
TUS,LAS,158
TUS,LAX,444
TUS,MDW,9
TUS,MSP,20
TUS,OAK,8
TUS,ORD,187
TUS,PDX,17
TUS,PHX,381
TUS,SAN,122
TUS,SEA,43
TUS,SFO,309
TUS,SJC,22
TUS,SLC,48
TYS,ATL,312
TYS,BWI,10
TYS,CLT,453
TYS,DCA,149
TYS,DEN,46
TYS,DFW,283
TYS,DTW,111
TYS,EWR,122
TYS,FLL,85
TYS,GSP,0
TYS,IAD,21
TYS,IAH,192
TYS,LAS,18
TYS,LGA,122
TYS,MCO,15
TYS,MIA,10
TYS,MSP,37
TYS,ORD,415
TYS,PHL,177
XNA,ATL,300
XNA,CLT,182
XNA,CVG,23
XNA,DCA,34
XNA,DEN,42
XNA,DFW,585
XNA,EWR,152
XNA,IAH,196
XNA,LAS,35
XNA,LAX,5
XNA,LGA,221
XNA,MSP,92
XNA,ORD,375
XNA,SFO,45
